Date,Close,DayNumber,Month_Number,Year,FFT_Mag_Close_500,FFT_Angl_Close_500
2001-01-02,27.20000076293945,1,100,2001,48.316105051614755,0.00018313471600177246
2001-01-03,27.95000076293945,2,100,2001,39.44789061572825,1.4805557532379886e-05
2001-01-04,28.20000076293945,3,100,2001,32.07244364208525,-0.0002451268564288631
2001-01-05,28.0,4,100,2001,26.850992525394346,-0.0005163220424448904
2001-01-08,27.35000038146973,0,100,2001,24.05852664103839,-0.0006465904907501986
2001-01-09,27.71999931335449,1,100,2001,23.554993436334158,-0.0005269595167003369
2001-01-10,29.5,2,100,2001,24.842152172037892,-0.00021779450634393076
2001-01-11,29.5,3,100,2001,27.19014268459132,0.00012039148104842494
2001-01-12,30.04999923706055,4,100,2001,29.802682264099495,0.000367075000601236
2001-01-16,30.35000038146973,1,100,2001,31.982457036094488,0.000475430219220694
2001-01-17,29.649999618530273,2,100,2001,33.26024922675236,0.0004433002207353732
2001-01-18,30.45000076293945,3,100,2001,33.46183054179087,0.00028987418353238566
2001-01-19,32.09999847412109,4,100,2001,32.70275040851793,5.014598901513844e-05
2001-01-22,32.0,0,100,2001,31.318675334038666,-0.00022126350952109394
2001-01-23,29.56999969482422,1,100,2001,29.753536238329,-0.000448521895854428
2001-01-24,29.04999923706055,2,100,2001,28.435986207054324,-0.0005490256088532701
2001-01-25,29.36000061035156,3,100,2001,27.674892742293302,-0.00047067518509476925
2001-01-26,29.78000068664551,4,100,2001,27.59722664685973,-0.00023156169096750942
2001-01-29,29.059999465942386,0,100,2001,28.13910566090779,7.930251594638128e-05
2001-01-30,29.059999465942386,1,100,2001,29.086447411149095,0.0003492960058477895
2001-01-31,28.70000076293945,2,100,2001,30.149442611050905,0.0004951929022616044
2001-02-01,29.79999923706055,3,200,2001,31.047874277493516,0.00048501635295600926
2001-02-02,31.25,4,200,2001,31.58368611704005,0.00033265619852387043
2001-02-05,30.5,0,200,2001,31.68282932056892,8.484845332157471e-05
2001-02-06,30.35000038146973,1,200,2001,31.398341891185222,-0.00019000036487829466
2001-02-07,31.20000076293945,2,200,2001,30.87787194472626,-0.0004134072581670652
2001-02-08,31.559999465942386,3,200,2001,30.308317947633387,-0.0005145916511798995
2001-02-09,31.04999923706055,4,200,2001,29.85548482027843,-0.00045483703983259597
2001-02-12,30.54999923706055,0,200,2001,29.61651528352625,-0.00024787076832545753
2001-02-13,30.34000015258789,1,200,2001,29.59776339834852,3.98437883731712e-05
2001-02-14,29.75,2,200,2001,29.722483146039878,0.00031400638439038874
2001-02-15,28.79999923706055,3,200,2001,29.86373863370481,0.0004884030612864538
2001-02-16,29.15999984741211,4,200,2001,29.890872967080437,0.0005119948532750003
2001-02-20,28.57999992370605,1,200,2001,29.71459616762848,0.00037910705243604623
2001-02-21,28.54999923706055,2,200,2001,29.31699352712187,0.00012703254107724734
2001-02-22,28.81999969482422,3,200,2001,28.757919171696752,-0.000172971367791867
2001-02-23,29.0,4,200,2001,28.15664391665991,-0.000430679750094339
2001-02-26,28.440000534057607,0,200,2001,27.655033301284444,-0.0005608040551486796
2001-02-27,28.1200008392334,1,200,2001,27.373805125624052,-0.0005140121928077154
2001-02-28,27.420000076293945,2,200,2001,27.375123973799663,-0.0003016585218355886
2001-03-01,27.649999618530273,3,300,2001,27.64258147244306,4.400912661219728e-06
2001-03-02,27.84000015258789,4,300,2001,28.084265580483535,0.0003013583415127622
2001-03-05,28.60000038146973,0,300,2001,28.55778188052427,0.000496336266901215
2001-03-06,28.29999923706055,1,300,2001,28.90976335668333,0.0005354207746508104
2001-03-07,28.95000076293945,2,300,2001,29.018389350123016,0.00041255725295222625
2001-03-08,28.489999771118164,3,300,2001,28.82680744559112,0.00016453678296148838
2001-03-09,27.79999923706055,4,300,2001,28.35818814787441,-0.00013964350262507007
2001-03-12,28.0,0,300,2001,27.708528583551736,-0.0004125851436847639
2001-03-13,27.45000076293945,1,300,2001,27.01965528118743,-0.0005681207965351485
2001-03-14,26.45000076293945,2,300,2001,26.44034236206857,-0.0005482869989222917
2001-03-15,26.649999618530273,3,300,2001,26.086552493013222,-0.0003502517223174579
2001-03-16,26.70000076293945,4,300,2001,26.011736913371546,-3.600455142330701e-05
2001-03-19,26.18000030517578,0,300,2001,26.195024547282138,0.0002884101531059605
2001-03-20,25.899999618530273,1,300,2001,26.54995590413446,0.0005159272036517626
2001-03-21,26.79999923706055,2,300,2001,26.950682582415613,0.0005781919340279063
2001-03-22,26.520000457763672,3,300,2001,27.267870080138888,0.000462942765856983
2001-03-23,27.29999923706055,4,300,2001,27.404171625588702,0.00020946193037455185
2001-03-26,27.459999084472656,0,300,2001,27.319648572881707,-0.00010716016023998552
2001-03-27,27.75,1,300,2001,27.040637786178074,-0.00039515414709207094
2001-03-28,26.25,2,300,2001,26.650335045335414,-0.0005673946015063259
2001-03-29,26.35000038146973,3,300,2001,26.26439371813851,-0.0005656593446295155
2001-03-30,26.399999618530273,4,300,2001,25.99874024212916,-0.0003836259221379819
2001-04-02,25.59000015258789,0,400,2001,25.938570388140654,-7.67363192984363e-05
2001-04-03,26.190000534057607,1,400,2001,26.116738821264118,0.00025315851053848244
2001-04-04,27.1200008392334,2,400,2001,26.50682182813418,0.0004964184600839133
2001-04-05,27.26000022888184,3,400,2001,27.031931067242823,0.0005776440515633709
2001-04-06,27.059999465942386,4,400,2001,27.586098614728588,0.0004791241630543542
2001-04-09,27.34000015258789,0,400,2001,28.061904810311237,0.00023914312569873333
2001-04-10,28.479999542236328,1,400,2001,28.376769381394727,-6.631005073047003e-05
2001-04-11,28.18000030517578,2,400,2001,28.491188058877782,-0.0003470970592154037
2001-04-12,28.25,3,400,2001,28.414793560299,-0.0005216505388787691
2001-04-16,28.790000915527344,0,400,2001,28.19962688948229,-0.0005371782882030532
2001-04-17,28.239999771118164,1,400,2001,27.923408288051423,-0.000385514738559209
2001-04-18,27.95000076293945,2,400,2001,27.667985336983637,-0.00010969980567277963
