Date,Close,DayNumber,Month_Number,Year,FFT_Mag_Close_1800,FFT_Angl_Close_1800
2001-01-02,27.20000076293945,1,100,2001,35.94830476520727,-0.0001749731559202074
2001-01-03,27.95000076293945,2,100,2001,22.60836739909323,8.633545250202006e-05
2001-01-04,28.20000076293945,3,100,2001,29.189032520958406,0.00015576209228195835
2001-01-05,28.0,4,100,2001,29.759261473399278,-0.00020205087957839987
2001-01-08,27.35000038146973,0,100,2001,25.447088365634258,3.238775169437181e-05
2001-01-09,27.71999931335449,1,100,2001,28.15315245283767,0.00018742950352103544
2001-01-10,29.5,2,100,2001,30.328695573729544,-0.00018257821735817703
2001-01-11,29.5,3,100,2001,28.66810628078259,-1.1537316801914984e-05
2001-01-12,30.04999923706055,4,100,2001,29.99627385410687,0.00019445042922982628
2001-01-16,30.35000038146973,1,100,2001,31.072344546011777,-0.00015702397747187555
2001-01-17,29.649999618530273,2,100,2001,29.133424696692682,-5.062107695206983e-05
2001-01-18,30.45000076293945,3,100,2001,30.21354659730779,0.00020508568779143186
2001-01-19,32.09999847412109,4,100,2001,32.8163766835204,-0.0001237138094147356
2001-01-22,32.0,0,100,2001,31.50407226453684,-8.158028134624283e-05
2001-01-23,29.56999969482422,1,100,2001,29.479967368064123,0.0002155859397138928
2001-01-24,29.04999923706055,2,100,2001,29.43021966108382,-0.00010555823462794105
2001-01-25,29.36000061035156,3,100,2001,29.266710327198673,-0.00012234529697049184
2001-01-26,29.78000068664551,4,100,2001,29.35105411590826,0.00021480794196213928
2001-01-29,29.059999465942386,0,100,2001,29.689960305382677,-6.90754942388351e-05
2001-01-30,29.059999465942386,1,100,2001,28.74254094608516,-0.00015562361303682955
2001-01-31,28.70000076293945,2,100,2001,28.515587276182778,0.00021202985508116107
2001-02-01,29.79999923706055,3,200,2001,30.213192176790688,-3.069580609455493e-05
2001-02-02,31.25,4,200,2001,31.01386526652421,-0.000168240373301963
2001-02-05,30.5,0,200,2001,30.42761202766926,0.00018364739963708452
2001-02-06,30.35000038146973,1,200,2001,30.52267526453061,7.424528511215797e-06
2001-02-07,31.20000076293945,2,200,2001,31.18303497116667,-0.00018568962389383723
2001-02-08,31.559999465942386,3,200,2001,31.409002672937234,0.00015745001764374186
2001-02-09,31.04999923706055,4,200,2001,31.16084366954197,4.406725990628436e-05
2001-02-12,30.54999923706055,0,200,2001,30.62918688674636,-0.00020150284947687583
2001-02-13,30.34000015258789,1,200,2001,30.176538161081176,0.00013717776496688196
2001-02-14,29.75,2,200,2001,29.745315070329216,8.318672877859864e-05
2001-02-15,28.79999923706055,3,200,2001,29.084862235343294,-0.0002183163879632414
2001-02-16,29.15999984741211,4,200,2001,28.763211104337383,0.00011115410133697218
2001-02-20,28.57999992370605,1,200,2001,28.804849189044898,0.00012129913774886963
2001-02-21,28.54999923706055,2,200,2001,28.606186450678457,-0.00022086126407245714
2001-02-22,28.81999969482422,3,200,2001,28.652256454504496,7.501130998254148e-05
2001-02-23,29.0,4,200,2001,29.018805946831016,0.00015156691209332375
2001-02-26,28.440000534057607,0,200,2001,28.651950916777878,-0.00021212530877701404
2001-02-27,28.1200008392334,1,200,2001,27.837487129777234,3.701532668271899e-05
2001-02-28,27.420000076293945,2,200,2001,27.56963118795513,0.00018706948539902687
2001-03-01,27.649999618530273,3,300,2001,27.64757735847126,-0.00020388928168826366
2001-03-02,27.84000015258789,4,300,2001,27.87937632051184,-4.391027125566387e-06
2001-03-05,28.60000038146973,0,300,2001,28.36078455653697,0.00020261744230251426
2001-03-06,28.29999923706055,1,300,2001,28.67728466123202,-0.00017471199450895793
2001-03-07,28.95000076293945,2,300,2001,28.681327371555312,-4.432194111155356e-05
2001-03-08,28.489999771118164,3,300,2001,28.464386754672184,0.00021590889784415951
2001-03-09,27.79999923706055,4,300,2001,28.051200265500178,-0.00015037324816694547
2001-03-12,28.0,0,300,2001,27.784227116967063,-8.559013341856134e-05
2001-03-13,27.45000076293945,1,300,2001,27.428778788536743,0.00023122551208587077
2001-03-14,26.45000076293945,2,300,2001,26.668491390651322,-0.00012324797732684664
2001-03-15,26.649999618530273,3,300,2001,26.44835426498975,-0.00012879533275989631
2001-03-16,26.70000076293945,4,300,2001,26.729828520177946,0.00023679395207383533
2001-03-19,26.18000030517578,0,300,2001,26.26329635194482,-8.555898755134075e-05
2001-03-20,25.899999618530273,1,300,2001,25.902764052744665,-0.00016686956846240087
2001-03-21,26.79999923706055,2,300,2001,26.579639948755965,0.00022979320933305344
2001-03-22,26.520000457763672,3,300,2001,26.899562417888564,-4.212457037472663e-05
2001-03-23,27.29999923706055,4,300,2001,26.93358368729017,-0.0001891952060006233
2001-03-26,27.459999084472656,0,300,2001,27.700069497842673,0.0002052205886637508
2001-03-27,27.75,1,300,2001,27.609173756451593,6.587978924022888e-07
2001-03-28,26.25,2,300,2001,26.377787303150562,-0.00021612392396821209
2001-03-29,26.35000038146973,3,300,2001,26.221939471004962,0.0001934959248152561
2001-03-30,26.399999618530273,4,300,2001,26.443237186031844,4.4204497689510716e-05
2001-04-02,25.59000015258789,0,400,2001,25.706860259206376,-0.00023798747690002205
2001-04-03,26.190000534057607,1,400,2001,25.963478679624682,0.0001654484765572919
2001-04-04,27.1200008392334,2,400,2001,27.29136186895689,8.358167314696838e-05
2001-04-05,27.26000022888184,3,400,2001,27.288144912947196,-0.00023208109392737722
2001-04-06,27.059999465942386,4,400,2001,26.833016115534836,0.00012580189138528133
2001-04-09,27.34000015258789,0,400,2001,27.624955419409417,0.000120106312396974
2001-04-10,28.479999542236328,1,400,2001,28.298909610697436,-0.00022400955450104076
2001-04-11,28.18000030517578,2,400,2001,28.188757540325145,8.316349837416465e-05
2001-04-12,28.25,3,400,2001,28.371399524972617,0.00014963361875126153
2001-04-16,28.790000915527344,0,400,2001,28.629850216199202,-0.00021432868863851067
2001-04-17,28.239999771118164,1,400,2001,28.355825045546943,4.357295923870187e-05
2001-04-18,27.95000076293945,2,400,2001,27.941088783263467,0.00018011486469414825
2001-04-19,27.82999992370605,3,400,2001,27.69129011171347,-0.00020694877994168105
2001-04-20,27.28000068664551,4,400,2001,27.55251313543646,3.1229909279550612e-06
