Date,Close,DayNumber,Month_Number,DayMonth,Year,FFT_Mag_Close_50,FFT_Angl_Close_50
2001-06-19,27.479999542236328,1,600,19,2001,27.38524197687373,0.00029756013211359176
2001-06-20,26.5,2,600,20,2001,26.58731170467832,6.224482683738833e-05
2001-06-21,26.559999465942386,3,600,21,2001,26.454721499356555,-0.0003282362632723072
2001-06-22,26.82999992370605,4,600,22,2001,26.839417472325692,-0.000696601524399025
2001-06-25,27.25,0,600,25,2001,27.097128199117787,-0.0005414856252773304
2001-06-26,26.979999542236328,1,600,26,2001,27.003582003992303,-0.0005080728248778026
2001-06-27,25.61000061035156,2,600,27,2001,25.77484065153402,0.0006851801731184322
2001-06-28,25.559999465942386,3,600,28,2001,25.538268832317165,0.0005859512586583067
2001-06-29,26.25,4,600,29,2001,26.313854502895975,-0.0007399112292881592
2001-07-02,25.95000076293945,0,700,2,2001,26.026524305981702,0.00026872403657524915
2001-07-03,26.239999771118164,1,700,3,2001,26.160738256859027,0.00033194240163342335
2001-07-05,27.020000457763672,3,700,5,2001,26.96449575717447,-0.0005136028893137336
2001-07-06,28.209999084472656,4,700,6,2001,27.851362185040816,-0.00031710915200403635
2001-07-09,27.59000015258789,0,700,9,2001,27.590422054896266,-0.0017457297803776342
2001-07-10,27.489999771118164,1,700,10,2001,27.299412487403025,-0.0012188126485067198
2001-07-11,27.11000061035156,2,700,11,2001,27.068624210555104,0.0008330477017254356
2001-07-12,26.79999923706055,3,700,12,2001,26.76368826613696,0.00045557811944547255
2001-07-13,26.59000015258789,4,700,13,2001,26.599890328299484,-0.0011373528615444763
2001-07-16,26.059999465942386,0,700,16,2001,26.20279402698323,-0.0008617896692921291
2001-07-17,25.56999969482422,1,700,17,2001,25.713041990193933,0.0004742347070012293
2001-07-18,24.88999938964844,2,700,18,2001,25.20719828892069,0.0006988071749715188
2001-07-19,24.70000076293945,3,700,19,2001,24.97120377004144,0.00027739809820955165
2001-07-20,25.59000015258789,4,700,20,2001,25.632848300738335,-0.00021113790472032166
2001-07-23,26.1200008392334,0,700,23,2001,26.262379840356697,-0.0002564586561344252
2001-07-24,26.309999465942386,1,700,24,2001,26.365871393716418,0.0006615671912823171
2001-07-25,26.84000015258789,2,700,25,2001,26.744412675427345,0.0005864263769578072
2001-07-26,26.729999542236328,3,700,26,2001,26.856084803721323,-0.0006074491745527111
2001-07-27,27.020000457763672,4,700,27,2001,26.916907174550126,-0.0005785548468167748
2001-07-30,26.6299991607666,0,700,30,2001,26.74236207748439,-0.00033098817406056836
2001-07-31,26.35000038146973,1,700,31,2001,26.476550152525384,-0.00022713807256137232
2001-08-01,26.770000457763672,2,800,1,2001,26.70917259550458,0.0003453305184604116
2001-08-02,27.709999084472656,3,800,2,2001,27.51030055310007,0.0005464151217336859
2001-08-03,27.6200008392334,4,800,3,2001,27.642977958477772,2.9811474827660653e-05
2001-08-06,27.739999771118164,0,800,6,2001,27.564703886288868,-0.0001864144077588843
2001-08-07,27.940000534057607,1,800,7,2001,27.78961984148849,-6.948560323201018e-05
2001-08-08,27.540000915527344,2,800,8,2001,27.603105364658326,0.0004505208545594889
2001-08-09,27.63999938964844,3,800,9,2001,27.46178527528508,0.0008712584692096441
2001-08-10,28.04999923706055,4,800,10,2001,27.839702670505112,-5.717045493022015e-05
2001-08-13,27.81999969482422,0,800,13,2001,27.856461549551458,-0.0009476214052735298
2001-08-14,28.01000022888184,1,800,14,2001,27.786277313011116,-0.0002639187804003321
2001-08-15,27.559999465942386,2,800,15,2001,27.59587245274697,0.0005058429273107476
2001-08-16,27.45000076293945,3,800,16,2001,27.47462539330478,0.0011520171903742662
2001-08-17,26.6299991607666,4,800,17,2001,26.91097173363858,0.001963121806907439
2001-08-20,27.18000030517578,0,800,20,2001,27.03302067706131,0.002036515263423934
2001-08-21,27.85000038146973,1,800,21,2001,27.72961522371856,0.0008769745576963975
2001-08-22,26.3700008392334,2,800,22,2001,26.964238211974852,0.0005714875151174443
2001-08-23,26.6299991607666,3,800,23,2001,26.47759531466752,0.0016564490796251682
2001-08-24,26.899999618530273,4,800,24,2001,26.875267400884255,0.000830675689355243
2001-08-27,26.670000076293945,0,800,27,2001,26.95891944641463,-0.0008451660903005536
2001-08-28,27.170000076293945,1,800,28,2001,26.96378521776916,-0.0007375958969134711
2001-08-29,27.04999923706055,2,800,29,2001,27.003597379218416,-0.00038122875076950126
2001-08-30,26.54999923706055,3,800,30,2001,26.783168190625926,-0.0005101809867704135
2001-08-31,27.20000076293945,4,800,31,2001,26.945233852930084,0.00020574451065081658
2001-09-04,26.93000030517578,1,900,4,2001,26.95522850363185,0.0008407838494708031
2001-09-05,26.95000076293945,2,900,5,2001,26.912768140728446,0.0005440756227961536
2001-09-06,27.57999992370605,3,900,6,2001,27.235751164668677,-0.00029180696173466514
2001-09-07,28.03000068664551,4,900,7,2001,27.665817314066878,-0.0012745960802896742
2001-09-10,27.6299991607666,0,900,10,2001,27.52592837920187,-0.002235033957112803
2001-09-14,29.53000068664551,4,900,14,2001,28.415802450738735,-0.002316111475825522
2001-09-17,28.809999465942386,0,900,17,2001,28.616745671887458,-0.0017824318329264812
2001-09-18,27.70000076293945,1,900,18,2001,27.704382769607136,-0.00010875146106945207
2001-09-19,26.71999931335449,2,900,19,2001,26.650306727394263,0.001114219172389371
2001-09-20,26.59000015258789,3,900,20,2001,26.492649693257984,0.00017357698438034042
2001-09-21,25.96999931335449,4,900,21,2001,26.359650954418633,-0.0010927814717595007
2001-09-24,22.01000022888184,0,900,24,2001,23.917556122539793,-0.00019873777744306426
2001-09-25,21.809999465942386,1,900,25,2001,22.45867291564981,0.002316838421684402
2001-09-26,22.3799991607666,2,900,26,2001,23.021321747880187,0.001356872650944448
2001-09-27,22.739999771118164,3,900,27,2001,23.863038299551867,-0.0012250188552379606
2001-09-28,23.43000030517578,4,900,28,2001,24.1093971187322,-0.0011579117434031157
2001-10-01,23.28000068664551,0,1000,1,2001,23.921155828073733,0.0001743812679993514
2001-10-02,22.790000915527344,1,1000,2,2001,23.75639491502474,0.00010676086947098738
2001-10-03,22.07999992370605,2,1000,3,2001,23.37648597263849,-0.0002024264530942008
2001-10-04,22.6299991607666,3,1000,4,2001,23.352680038798255,0.0007897868153139
2001-10-05,22.38999938964844,4,1000,5,2001,23.353015415623325,0.0008909437601026826
2001-10-08,22.450000762939453,0,1000,8,2001,23.463635410871028,-0.0006806921347633252
2001-10-09,22.479999542236328,1,1000,9,2001,23.522129022206315,-0.0015237927981850757
2001-10-10,22.53000068664551,2,1000,10,2001,23.482701553714396,-0.00022014851550980916
2001-10-11,23.34000015258789,3,1000,11,2001,23.863786767613902,0.0010396357961760768
2001-10-12,22.5,4,1000,12,2001,23.747511223293355,2.4985938394072576e-05
2001-10-15,22.290000915527344,0,1000,15,2001,23.442336158035335,-0.0014057579926487233
2001-10-16,22.0,1,1000,16,2001,23.146582415957447,-0.0011413816815466918
2001-10-17,21.809999465942386,2,1000,17,2001,23.004946636929812,0.00031099285343337595
2001-10-18,21.309999465942386,3,1000,18,2001,22.773438029886503,0.0010934863097674258
2001-10-19,21.82999992370605,4,1000,19,2001,22.920861978885995,0.0008965638098837233
2001-10-22,21.76000022888184,0,1000,22,2001,23.0616047033364,0.0005255844553551996
2001-10-23,21.850000381469727,1,1000,23,2001,23.134053240765557,0.0007852875154648094
2001-10-24,22.32999992370605,2,1000,24,2001,23.35297180239901,0.00118208941306948
2001-10-25,22.01000022888184,3,1000,25,2001,23.33948229076838,0.000860964002822097
2001-10-26,22.049999237060547,4,1000,26,2001,23.30280083915719,0.00024026214810584848
2001-10-29,22.149999618530273,0,1000,29,2001,23.34539986626991,6.547612495141824e-05
2001-10-30,21.8700008392334,1,1000,30,2001,23.260022090839776,0.0004552107653676248
2001-10-31,21.18000030517578,2,1000,31,2001,22.856004509136863,0.0009897879571102973
2001-11-01,20.38999938964844,3,1100,1,2001,22.25670864126215,0.0013308993125207694
2001-11-02,20.18000030517578,4,1100,2,2001,21.940363271122912,0.001537873587295711
2001-11-05,20.020000457763672,0,1100,5,2001,21.88099480684706,0.001807942832747781
2001-11-06,19.920000076293945,1,1100,6,2001,21.863100339655638,0.002233001861996341
2001-11-07,20.09000015258789,2,1100,7,2001,21.894354804569303,0.002439033942097321
2001-11-08,21.170000076293945,3,1100,8,2001,22.425891936569123,0.0019313055205826542
2001-11-09,22.21999931335449,4,1100,9,2001,23.29483277931534,0.0009085061419717926
2001-11-12,21.229999542236328,0,1100,12,2001,23.225595467509073,0.00036439604574324997
2001-11-13,21.670000076293945,1,1100,13,2001,23.025693993860767,0.001046647210362723
2001-11-14,19.739999771118164,2,1100,14,2001,22.06241264714781,0.0016657840823775935
2001-11-15,17.450000762939453,3,1100,15,2001,20.54496109947761,0.0016054778484815425
2001-11-16,18.030000686645508,4,1100,16,2001,20.13992068363508,0.0014145670488030595
2001-11-19,17.719999313354492,0,1100,19,2001,20.22977709561473,0.0015141226881218155
2001-11-20,19.149999618530273,1,1100,20,2001,20.990724880692728,0.0021969347483681203
2001-11-21,18.959999084472656,2,1100,21,2001,21.266877154975933,0.002365411417486054
2001-11-26,18.690000534057614,0,1100,26,2001,21.046517076057185,0.0014106593342798068
2001-11-27,19.479999542236328,1,1100,27,2001,21.20734378128366,-0.0003634532807417518
2001-11-28,19.21999931335449,2,1100,28,2001,21.37641276118466,-0.0017245476577652861
2001-11-29,18.6200008392334,3,1100,29,2001,21.17896301724221,-0.0011631407069435348
2001-11-30,19.440000534057614,4,1100,30,2001,21.248722874285836,0.0011595561379796843
2001-12-03,20.09000015258789,0,1200,3,2001,21.630667230710973,0.0026724349063199384
2001-12-04,19.649999618530273,1,1200,4,2001,21.757662026386516,0.0018604312313307441
2001-12-05,19.489999771118164,2,1200,5,2001,21.667551370632086,-8.889471452155494e-05
2001-12-06,18.540000915527344,3,1200,6,2001,21.112272654435277,-0.0012306968867645547
2001-12-07,19.040000915527344,4,1200,7,2001,20.953208135880523,-0.0006707456055884803
2001-12-10,18.3700008392334,0,1200,10,2001,20.769513518318124,0.00019098112938160968
2001-12-11,18.07999992370605,1,1200,11,2001,20.60022700389392,0.0002987494803362397
2001-12-12,18.36000061035156,2,1200,12,2001,20.625099448240032,-0.00032207112039835665
2001-12-13,18.1200008392334,3,1200,13,2001,20.578251337022547,-0.0009749825589548841
2001-12-14,19.290000915527344,4,1200,14,2001,21.03196653308895,-0.0009285483996062437
2001-12-17,19.21999931335449,0,1200,17,2001,21.348428265486003,-0.0005637652317967094
2001-12-18,19.36000061035156,1,1200,18,2001,21.483344257958375,-0.00013567042140542312
2001-12-19,19.799999237060547,2,1200,19,2001,21.625778990848662,-2.048548392307341e-05
2001-12-20,19.280000686645508,3,1200,20,2001,21.48569971847076,-0.0005704952081800377
2001-12-21,19.6200008392334,4,1200,21,2001,21.522454340013436,-0.0014687403020321535
2001-12-26,21.270000457763672,2,1200,26,2001,22.298190236646814,-0.0021741791672561773
2001-12-27,20.899999618530273,3,1200,27,2001,22.724449189351493,-0.00241814266534088
2001-12-28,20.40999984741211,4,1200,28,2001,22.560150916622273,-0.0015699479591124894
2001-12-31,19.84000015258789,0,1200,31,2001,22.004628764978026,0.00016069301169730976
2002-01-02,21.01000022888184,2,100,2,2002,22.152776347116266,0.001534425225575483
2002-01-03,20.3700008392334,3,100,3,2002,22.294626713809595,0.0012004730968367973
2002-01-04,21.6200008392334,4,100,4,2002,22.914659325201583,-0.00012576682793403475
2002-01-07,21.479999542236328,0,100,7,2002,23.20414765992139,-0.001279701263757529
2002-01-08,21.25,1,100,8,2002,23.07655741507439,-0.0013193393246834968
2002-01-09,20.18000030517578,2,100,9,2002,22.44932322521,-0.00040850248347031656
2002-01-10,20.3799991607666,3,100,10,2002,22.160228535050596,0.000707879773350101
2002-01-11,19.68000030517578,4,100,11,2002,21.947624383906636,0.0010664699149655601
2002-01-14,18.88999938964844,0,100,14,2002,21.61563403849115,0.0008044777930414322
2002-01-15,18.899999618530273,1,100,15,2002,21.39119889141371,0.000510990548609516
2002-01-16,18.86000061035156,2,100,16,2002,21.278227075724875,0.0003337297913099691
2002-01-17,18.040000915527344,3,100,17,2002,20.984273946912932,0.00020031218953823986
2002-01-18,18.0,4,100,18,2002,20.82485609237646,0.0003589730688225468
2002-01-22,18.600000381469727,1,100,22,2002,21.03221264750585,0.0009511427324246081
2002-01-23,19.479999542236328,2,100,23,2002,21.576852600656483,0.0017474924248390572
2002-01-24,19.71999931335449,3,100,24,2002,22.00978020690176,0.0022794450337134268
2002-01-25,20.0,4,100,25,2002,22.255853726845842,0.002269651617667084
2002-01-28,20.049999237060547,0,100,28,2002,22.31415281842334,0.0017076039293311945
2002-01-29,19.56999969482422,1,100,29,2002,22.129223062816433,0.0010036624842278913
2002-01-30,19.149999618530273,2,100,30,2002,21.849165432052192,0.0007921506669823618
2002-01-31,19.479999542236328,3,100,31,2002,21.827853430309705,0.0013061265459586703
2002-02-01,20.399999618530273,4,200,1,2002,22.243411969515435,0.0019700997178840676
2002-02-04,20.059999465942386,0,200,4,2002,22.454121333031527,0.002007003720897305
2002-02-05,20.049999237060547,1,200,5,2002,22.480828223399943,0.0013474024269777497
2002-02-06,19.75,2,200,6,2002,22.297732457670417,0.0003794703270214968
2002-02-07,19.68000030517578,3,200,7,2002,22.13561374804084,-0.00023200357012912308
2002-02-08,20.25,4,200,8,2002,22.309833176914857,-6.41391738653062e-05
2002-02-11,21.31999969482422,0,200,11,2002,22.91600509102145,0.0006780372780199283
2002-02-12,20.75,1,200,12,2002,23.133425104619196,0.0014223153594613257
2002-02-13,21.149999618530273,2,200,13,2002,23.226648676786617,0.0019244346968547484
2002-02-14,21.21999931335449,3,200,14,2002,23.204698945379203,0.00186574252737064
2002-02-15,21.5,4,200,15,2002,23.293081067359637,0.0012835286299830342
2002-02-19,20.8700008392334,1,200,19,2002,23.208746558719092,0.0006099250827616568
2002-02-20,20.229999542236328,2,200,20,2002,22.922167664530274,0.0005402693631088169
2002-02-21,21.049999237060547,3,200,21,2002,22.979920384985064,0.0013310170878144307
2002-02-22,21.07999992370605,4,200,22,2002,23.096346254267388,0.0023154108469732766
2002-02-25,20.420000076293945,0,200,25,2002,22.966907740609102,0.002832250337572363
2002-02-26,21.36000061035156,1,200,26,2002,23.170924723077782,0.0026244970746084396
2002-02-27,21.290000915527344,2,200,27,2002,23.350224918591653,0.0018291835246677128
2002-02-28,21.850000381469727,3,200,28,2002,23.65560545707754,0.0011051925657477527
2002-03-01,22.36000061035156,4,300,1,2002,24.00374022517111,0.0008887949724751864
2002-03-04,22.5,0,300,4,2002,24.213487603086776,0.0011267708912894193
2002-03-05,23.170000076293945,1,300,5,2002,24.484856685321986,0.0013986569614028834
2002-03-06,23.21999931335449,2,300,6,2002,24.651093195109738,0.0012098813429495376
2002-03-07,23.78000068664551,3,300,7,2002,24.923622753177533,0.000573484249513074
2002-03-08,23.85000038146973,4,300,8,2002,25.134874409287228,-9.128164289946796e-05
2002-03-11,24.29999923706055,0,300,11,2002,25.38475058377929,-0.00018314882457310403
2002-03-12,24.149999618530273,1,300,12,2002,25.447735660348606,0.00047277522481245114
2002-03-13,24.149999618530273,2,300,13,2002,25.399627372437248,0.0015762074108429344
2002-03-14,24.54999923706055,3,300,14,2002,25.45723319680252,0.0024021388244036854
2002-03-15,24.479999542236328,4,300,15,2002,25.512694082410494,0.0023161573826564227
2002-03-18,25.04999923706055,0,300,18,2002,25.77440653160559,0.0013463083551562623
2002-03-19,25.04999923706055,1,300,19,2002,25.989545157299517,8.663787816547737e-05
2002-03-20,24.70000076293945,2,300,20,2002,25.96978622671875,-0.0006413911183132832
2002-03-21,25.60000038146973,3,300,21,2002,26.14740826141079,-0.0003488792031228802
2002-03-22,25.26000022888184,4,300,22,2002,26.148174193081825,0.0005995496589260534
2002-03-25,25.020000457763672,0,300,25,2002,26.033904365199458,0.0016139609091634021
2002-03-26,25.43000030517578,1,300,26,2002,26.078847992276916,0.0020876512996617557
2002-03-27,25.8700008392334,2,300,27,2002,26.30765512816352,0.0017328479200171376
2002-03-28,26.229999542236328,3,300,28,2002,26.627866701741315,0.0008135261312119855
2002-04-01,26.86000061035156,0,400,1,2002,27.033294177932436,-0.00010304785413670463
2002-04-02,27.70000076293945,1,400,2,2002,27.518205733760503,-0.0005910851283838605
2002-04-03,27.559999465942386,2,400,3,2002,27.722110476880058,-0.0006065795021426152
2002-04-04,26.68000030517578,3,400,4,2002,27.443514542629558,-0.0002846861484379445
2002-04-05,26.21999931335449,4,400,5,2002,26.980587666887114,0.0001847173017791346
2002-04-08,26.54999923706055,0,400,8,2002,26.781701766908544,0.0005447265539927392
2002-04-09,25.79999923706055,1,400,9,2002,26.56434315178834,0.0006378329769887619
2002-04-10,26.1200008392334,2,400,10,2002,26.612213939120437,0.000703234552254707
2002-04-11,25.020000457763672,3,400,11,2002,26.367934988259154,0.0009396102533778413
2002-04-12,23.45000076293945,4,400,12,2002,25.63318729053494,0.0015468580840687094
2002-04-15,24.54999923706055,0,400,15,2002,25.374943737056707,0.002341469668734731
2002-04-16,24.85000038146973,1,400,16,2002,25.443386603041397,0.002562065902203026
2002-04-17,25.920000076293945,2,400,17,2002,26.006113682358894,0.0018361477253433062
2002-04-18,26.09000015258789,3,400,18,2002,26.578402659956954,0.00042927623534983936
2002-04-19,26.399999618530273,4,400,19,2002,26.997702410056657,-0.0008761336604532857
2002-04-22,26.29999923706055,0,400,22,2002,27.068098018682406,-0.0014179724439924756
2002-04-23,26.59000015258789,1,400,23,2002,27.002436988935283,-0.0009806322716670083
2002-04-24,26.43000030517578,2,400,24,2002,26.830299459246437,-3.4988178118866226e-06
2002-04-25,26.670000076293945,3,400,25,2002,26.810040752700907,0.0008151410576427458
2002-04-26,27.149999618530273,4,400,26,2002,27.048968382257673,0.0009080768075155395
2002-04-29,27.520000457763672,0,400,29,2002,27.424688586048614,0.0002530096013070008
2002-04-30,27.290000915527344,1,400,30,2002,27.616846065869524,-0.0006632290200811872
2002-05-01,26.739999771118164,2,500,1,2002,27.463986054534413,-0.0012120307471554155
2002-05-02,26.35000038146973,3,500,2,2002,27.090533891040057,-0.0010228392979142597
2002-05-03,26.71999931335449,4,500,3,2002,26.886343200330238,-0.00021230675185606013
2002-05-06,26.07999992370605,0,500,6,2002,26.65181699726033,0.000655307170102341
2002-05-07,26.6200008392334,1,500,7,2002,26.75021212840862,0.0011639560946097335
2002-05-08,27.729999542236328,2,500,8,2002,27.27049513047304,0.001087033058887043
2002-05-09,27.70000076293945,3,500,9,2002,27.695979455520863,0.0005570881053235456
2002-05-10,27.8799991607666,4,500,10,2002,27.948129909201594,-1.9064042794842904e-05
2002-05-13,28.45000076293945,0,500,13,2002,28.135614370374295,-0.00037368614954169156
2002-05-14,29.29999923706055,1,500,14,2002,28.418281742168546,-0.000512803559861221
2002-05-15,28.20000076293945,2,500,15,2002,28.28737473253039,-0.0006192772370970085
2002-05-16,27.96999931335449,3,500,16,2002,28.072343461320983,-0.0006288197760377731
2002-05-17,28.20000076293945,4,500,17,2002,27.990907009950504,-0.0004889498559061715
2002-05-20,28.20000076293945,0,500,20,2002,27.991266120029625,-0.00017153233366072295
2002-05-21,27.0,1,500,21,2002,27.682211315151637,0.0003324704934631777
2002-05-22,26.45000076293945,2,500,22,2002,27.252198920500945,0.001031489878856312
2002-05-23,26.149999618530273,3,500,23,2002,26.84216358851663,0.001680801583454424
2002-05-24,25.8799991607666,4,500,24,2002,26.53058405630429,0.0019369869076036011
2002-05-28,25.18000030517578,1,500,28,2002,26.218760371526226,0.0016256233516135474
2002-05-29,25.71999931335449,2,500,29,2002,26.247281783302277,0.0009085585056542781
