Date,Open,High,Low,Close,Volume,Open_DirPrice,High_DirPrice,Low_DirPrice,Close_DirPrice,Volume_DirPrice
2001-01-02,0.8454999923706055,0.8454999923706055,0.8180000185966492,0.8180000185966492,593,0.0,0.0,0.0,0.0,0.0
2001-01-03,0.8090000152587891,0.8234999775886536,0.8075000047683716,0.8234999775886536,619,-4.316969537690724,-2.6020124163772493,-1.2836202432233819,0.6723666096536363,4.384485666104553
2001-01-04,0.8259999752044678,0.8259999752044678,0.8149999976158142,0.8149999976158142,421,2.101354712612789,0.3035819895386851,0.9287916784092118,-1.0321773168383999,-31.987075928917605
2001-01-05,0.8199999928474426,0.8330000042915344,0.8149999976158142,0.8320000171661377,518,-0.7263901376679769,0.8474611739950575,0.0,2.085891975466879,23.040380047505934
2001-01-08,0.8360000252723694,0.8389999866485596,0.8320000171661377,0.8330000042915344,520,1.9512234834742799,0.7202859935310784,2.085891975466879,0.12019075778421495,0.3861003861003809
2001-01-09,0.8379999995231628,0.8410000205039978,0.8295000195503235,0.8299999833106995,468,0.23923136248014032,0.23838306165265521,-0.30048047647035503,-0.3601465744752943,-10.0
2001-01-10,0.8339999914169312,0.8339999914169312,0.8299999833106995,0.8309999704360962,375,-0.47732793657610273,-0.8323458878005283,0.06027290519499218,0.12048037897639574,-19.871794871794876
2001-01-11,0.8370000123977661,0.8389999866485596,0.8299999833106995,0.8324999809265137,312,0.3597147496054589,0.5995198181157804,0.0,0.18050668396898573,-16.799999999999997
2001-01-12,0.8324999809265137,0.8450000286102295,0.8324999809265137,0.8445000052452087,653,-0.5376381606448462,0.7151420807093842,0.3012045380823025,1.4414443956310805,109.2948717948718
2001-01-16,0.8349999785423279,0.8349999785423279,0.8190000057220459,0.8249999880790709,379,0.3003000207918234,-1.183437837789029,-1.621618680332375,-2.309060632921586,-41.96018376722818
2001-01-17,0.8259999752044678,0.8320000171661377,0.8240000009536743,0.8314999938011169,551,-1.0778447388192234,-0.3592768207524131,0.6105000240165168,0.7878794928446808,45.382585751978894
2001-01-18,0.8669999837875366,0.8669999837875366,0.8379999995231628,0.8669999837875366,459,4.963681575525442,4.206726670584914,1.69902895064142,4.269391491410019,-16.69691470054447
2001-01-19,0.8600000143051147,0.8600000143051147,0.8525000214576721,0.8529999852180481,301,-0.8073782714322704,-0.8073782714322704,1.7303128809976158,-1.6147634176795265,-34.42265795206971
2001-01-22,0.8519999980926514,0.8569999933242798,0.8495000004768372,0.8495000004768372,457,-0.9302344278363108,-0.348839643131754,-0.3519086105951459,-0.41031474816688274,51.827242524916954
2001-01-23,0.8550000190734863,0.859000027179718,0.8504999876022339,0.8510000109672546,408,0.35211513938392613,0.23337618098223345,0.117714788091277,0.1765756903561453,-10.72210065645514
2001-01-24,0.8500000238418579,0.8500000238418579,0.8349999785423279,0.8399999737739563,315,-0.5847947508874398,-1.047730273933638,-1.8224584698236441,-1.2926012986528121,-22.794117647058826
2001-01-25,0.8379999995231628,0.8399999737739563,0.8370000123977661,0.8389999866485596,697,-1.4117675273062957,-1.1764764455773786,0.2395250187826008,-0.11904609007355305,121.26984126984127
2001-01-26,0.8399999737739563,0.8399999737739563,0.8349999785423279,0.8389999866485596,0,0.23866041192499665,0.0,-0.23895266736121812,0.0,-100.0
2001-01-29,0.8360000252723694,0.8374999761581421,0.8309999704360962,0.8335000276565552,730,-0.476184360294198,-0.2976187730795061,-0.4790428992842095,-0.6555374349854759,72900.0
2001-01-30,0.8314999938011169,0.843999981880188,0.8280000090599059,0.840499997138977,736,-0.5382812601933011,0.7761201083089446,-0.3610061952969801,0.839828344349641,0.8219178082191831
2001-01-31,0.847000002861023,0.8500000238418579,0.843999981880188,0.8485000133514404,731,1.8641021257317476,0.7109054609579033,1.9323638460400616,0.9518163283396888,-0.6793478260869534
2001-02-01,0.8510000109672546,0.8510000109672546,0.8500000238418579,0.8500000238418579,423,0.47225597316651147,0.11764554086445855,0.7109054609579033,0.17678379102113695,-42.13406292749658
2001-02-02,0.843999981880188,0.843999981880188,0.8399999737739563,0.843999981880188,428,-0.8225650995127864,-0.8225650995127864,-1.1764764455773786,-0.7058872698086276,1.182033096926716
2001-02-05,0.8389999866485596,0.8395000100135803,0.8289999961853027,0.8295000195503235,374,-0.5924165093570082,-0.5331720335565677,-1.3095211823915633,-1.718005052270584,-12.616822429906549
2001-02-06,0.828499972820282,0.8314999938011169,0.828499972820282,0.8309999704360962,607,-1.2514915369928161,-0.9529501032804006,-0.060316449616607315,0.18082590119597342,62.29946524064172
2001-02-07,0.8320000171661377,0.8320000171661377,0.8289999961853027,0.8295000195503235,630,0.42245557763162367,0.06013510147305112,0.0603528523143666,-0.18049951132796593,3.789126853377269
2001-02-08,0.8330000042915344,0.8335000276565552,0.8289999961853027,0.8295000195503235,420,0.12019075778421495,0.18028971868614008,0.0,0.0,-33.33333333333333
2001-02-09,0.8299999833106995,0.8299999833106995,0.8174999952316284,0.8199999928474426,0,-0.3601465744752943,-0.41992132330173604,-1.3872136316757917,-1.145271426036956,-100.0
2001-02-12,0.8169999718666077,0.8195000290870667,0.8169999718666077,0.8174999952316284,244,-1.566266470541052,-1.2650547511760948,-0.06116493797398448,-0.30487776068545713,24300.0
2001-02-13,0.8169999718666077,0.8309999704360962,0.8169999718666077,0.8245000243186951,0,0.0,1.4032874851561132,0.0,0.8562726761953456,-100.0
2001-02-14,0.8199999928474426,0.8224999904632568,0.8199999928474426,0.8215000033378601,516,0.36719964310167086,-1.0228616456362403,0.36719964310167086,-0.36385941690103607,51500.0
2001-02-15,0.8309999704360962,0.8309999704360962,0.8264999985694885,0.8270000219345093,266,1.341460693244187,1.033432227525239,0.7926836315540271,0.6695092604141024,-48.44961240310077
2001-02-16,0.8270000219345093,0.8270000219345093,0.8245000243186951,0.8249999880790709,238,-0.4813415937292689,-0.4813415937292689,-0.2419811559897198,-0.241842055911917,-10.526315789473685
2001-02-20,0.8199999928474426,0.8199999928474426,0.8190000057220459,0.8190000057220459,300,-0.8464363846922538,-0.8464363846922538,-0.6670731879230658,-0.7272705992390911,26.050420168067234
2001-02-21,0.8009999990463257,0.8009999990463257,0.8004999756813049,0.8009999990463257,365,-2.317072434981327,-2.317072434981327,-2.258855911048613,-2.197802997553225,21.66666666666667
2001-02-22,0.8019999861717224,0.8029999732971191,0.8009999990463257,0.8009999990463257,196,0.12484233790104327,0.24968467580207232,0.06246388259977209,0.0,-46.3013698630137
