Date,Open,High,Low,Close,Volume,DayNumber,Month_Number
2017-03-02,53.68999862670898,53.79999923706055,52.540000915527344,52.61000061035156,638390,3,300
2017-03-03,52.58000183105469,53.38999938964844,52.54999923706055,53.33000183105469,436360,4,300
2017-03-06,53.18999862670898,53.56000137329102,52.7599983215332,53.20000076293945,503692,0,300
2017-03-07,53.16999816894531,53.79999923706055,52.709999084472656,53.13999938964844,494677,1,300
2017-03-08,52.790000915527344,52.91999816894531,50.04999923706055,50.27999877929688,963392,2,300
2017-03-09,50.22000122070313,50.84000015258789,48.59000015258789,49.27999877929688,1073506,3,300
2017-03-10,49.61000061035156,50.11000061035156,48.31000137329102,48.4900016784668,796960,4,300
2017-03-13,48.45000076293945,48.68000030517578,47.9000015258789,48.4000015258789,601362,0,300
2017-03-14,48.45000076293945,48.790000915527344,47.09000015258789,47.72000122070313,857711,1,300
2017-03-15,48.7599983215332,49.040000915527344,48.15999984741211,48.86000061035156,655788,2,300
2017-03-16,49.0099983215332,49.61999893188477,48.45000076293945,48.75,516853,3,300
2017-03-17,48.790000915527344,49.20000076293945,48.599998474121094,48.77999877929688,172340,4,300
2017-03-20,48.70000076293945,48.7400016784668,47.84000015258789,48.22000122070313,142258,0,300
2017-03-21,47.93000030517578,48.72999954223633,47.22999954223633,47.34000015258789,628119,1,300
2017-03-22,48.15999984741211,48.31999969482422,47.0099983215332,48.040000915527344,680849,2,300
2017-03-23,48.1500015258789,48.47999954223633,47.58000183105469,47.70000076293945,499878,3,300
2017-03-24,47.66999816894531,48.20000076293945,47.540000915527344,47.97000122070313,421027,4,300
2017-03-27,48.11999893188477,48.27999877929688,47.08000183105469,47.72999954223633,466176,0,300
2017-03-28,47.88999938964844,48.7400016784668,47.79999923706055,48.36999893188477,502377,1,300
2017-03-29,48.47000122070313,49.63000106811523,48.38000106811523,49.5099983215332,548615,2,300
2017-03-30,49.599998474121094,50.47000122070313,49.27000045776367,50.349998474121094,580668,3,300
2017-03-31,50.31999969482422,50.849998474121094,49.9000015258789,50.599998474121094,527607,4,300
2017-04-03,50.68999862670898,50.83000183105469,50.11999893188477,50.2400016784668,440724,0,400
2017-04-04,50.2400016784668,51.29999923706055,49.88000106811523,51.02999877929688,532054,1,400
2017-04-05,51.18000030517578,51.88000106811523,50.7400016784668,51.1500015258789,651398,2,400
2017-04-06,50.79999923706055,51.81999969482422,50.77000045776367,51.70000076293945,473019,3,400
2017-04-07,51.70000076293945,52.93999862670898,51.4900016784668,52.2400016784668,796437,4,400
2017-04-10,52.31000137329102,53.18000030517578,52.290000915527344,53.08000183105469,565439,0,400
2017-04-11,53.13000106811523,53.45000076293945,52.70000076293945,53.4000015258789,598003,1,400
2017-04-12,53.4000015258789,53.7599983215332,52.709999084472656,53.11000061035156,629805,2,400
2017-04-13,52.849998474121094,53.38999938964844,52.81999969482422,53.18000030517578,480835,3,400
2017-04-17,52.97000122070313,53.209999084472656,52.54999923706055,52.6500015258789,326340,0,400
2017-04-18,52.75,52.849998474121094,52.099998474121094,52.40999984741211,202043,1,400
2017-04-19,52.36000061035156,52.6500015258789,50.09000015258789,50.43999862670898,133173,2,400
2017-04-20,50.63000106811523,50.97000122070313,50.18000030517578,50.27000045776367,606263,3,400
2017-04-21,50.709999084472656,50.93000030517578,49.20000076293945,49.61999893188477,687474,4,400
2017-04-24,49.68000030517578,50.22000122070313,49.02999877929688,49.22999954223633,517897,0,400
2017-04-25,49.22000122070313,49.83000183105469,48.86999893188477,49.56000137329102,587240,1,400
2017-04-26,49.36000061035156,50.20000076293945,48.93999862670898,49.61999893188477,655717,2,400
2017-04-27,49.22000122070313,49.43000030517578,48.20000076293945,48.97000122070313,771189,3,400
2017-04-28,49.27000045776367,49.7599983215332,48.79999923706055,49.33000183105469,633992,4,400
2017-05-01,49.16999816894531,49.31999969482422,48.59000015258789,48.84000015258789,364386,0,500
2017-05-02,48.77999877929688,49.27999877929688,47.349998474121094,47.65999984741211,702375,1,500
2017-05-03,48.11999893188477,48.22999954223633,47.29999923706055,47.81999969482422,691319,2,500
2017-05-04,47.599998474121094,47.75,45.290000915527344,45.52000045776367,943959,3,500
2017-05-05,45.5099983215332,46.68000030517578,43.7599983215332,46.22000122070313,1021610,4,500
2017-05-08,46.349998474121094,46.97999954223633,45.72999954223633,46.43000030517578,785055,0,500
2017-05-09,46.4900016784668,46.77999877929688,45.52999877929688,45.88000106811523,701944,1,500
2017-05-10,46.18000030517578,47.77999877929688,46.0099983215332,47.33000183105469,819796,2,500
2017-05-11,47.38999938964844,48.22000122070313,47.34000015258789,47.83000183105469,661783,3,500
2017-05-12,47.81000137329102,48.06999969482422,47.349998474121094,47.84000015258789,537490,4,500
2017-05-15,47.849998474121094,49.65999984741211,47.75,48.849998474121094,687153,0,500
2017-05-16,48.81999969482422,49.38000106811523,48.16999816894531,48.65999984741211,589212,1,500
2017-05-17,48.22999954223633,49.5,48.02999877929688,49.06999969482422,650107,2,500
2017-05-18,48.93000030517578,49.599998474121094,48.04999923706055,49.349998474121094,242754,3,500
2017-05-19,49.27999877929688,50.52999877929688,49.27999877929688,50.33000183105469,146452,4,500
2017-05-22,50.599998474121094,51.06000137329102,50.43999862670898,50.72999954223633,564310,0,500
2017-05-23,51.040000915527344,51.790000915527344,50.56999969482422,51.47000122070313,584139,1,500
2017-05-24,51.43999862670898,51.88000106811523,51.02999877929688,51.36000061035156,736341,2,500
2017-05-25,51.25,52.0,48.45000076293945,48.9000015258789,1147389,3,500
2017-05-26,48.75,49.93999862670898,48.18000030517578,49.79999923706055,763920,4,500
2017-05-30,49.93000030517578,50.27999877929688,49.02999877929688,49.65999984741211,663486,1,500
2017-05-31,49.6500015258789,49.709999084472656,47.72999954223633,48.31999969482422,779144,2,500
2017-06-01,48.63000106811523,49.16999816894531,47.9000015258789,48.36000061035156,774478,3,600
2017-06-02,48.040000915527344,48.18999862670898,46.7400016784668,47.65999984741211,802662,4,600
2017-06-05,47.709999084472656,48.41999816894531,46.86000061035156,47.4000015258789,710199,0,600
2017-06-06,47.4000015258789,48.4000015258789,46.93999862670898,48.18999862670898,825056,1,600
2017-06-07,47.97999954223633,48.22999954223633,45.6500015258789,45.72000122070313,1182327,2,600
2017-06-08,45.849998474121094,46.18000030517578,45.20000076293945,45.63999938964844,927695,3,600
2017-06-09,45.709999084472656,46.18000030517578,45.27000045776367,45.83000183105469,735933,4,600
2017-06-12,45.79999923706055,46.709999084472656,45.65999984741211,46.08000183105469,666765,0,600
2017-06-13,46.0099983215332,46.56999969482422,45.56000137329102,46.459999084472656,783320,1,600
2017-06-14,45.93999862670898,46.4900016784668,44.540000915527344,44.72999954223633,924408,2,600
2017-06-15,44.68999862670898,44.810001373291016,44.22000122070313,44.459999084472656,500938,3,600
2017-06-16,44.25,44.93999862670898,44.2400016784668,44.7400016784668,191824,4,600
2017-06-19,44.68000030517578,45.06000137329102,44.04999923706055,44.20000076293945,123943,0,600
2017-06-20,44.11000061035156,44.400001525878906,42.75,43.22999954223633,894104,1,600
2017-06-21,43.38000106811523,44.20000076293945,42.04999923706055,42.52999877929688,1071747,2,600
2017-06-22,42.54999923706055,43.31999969482422,42.2599983215332,42.7400016784668,668830,3,600
2017-06-23,42.79999923706055,43.20000076293945,42.52999877929688,43.0099983215332,690906,4,600
2017-06-26,43.15999984741211,43.650001525878906,42.63000106811523,43.38000106811523,661354,0,600
2017-06-27,43.4900016784668,44.43999862670898,43.31999969482422,44.2400016784668,759115,1,600
2017-06-28,43.70000076293945,44.900001525878906,43.66999816894531,44.7400016784668,753375,2,600
2017-06-29,44.88999938964844,45.45000076293945,44.650001525878906,44.93000030517578,768946,3,600
2017-06-30,44.88999938964844,46.349998474121094,44.88000106811523,46.040000915527344,677408,4,600
2017-07-03,46.27999877929688,47.099998474121094,45.91999816894531,47.06999969482422,517621,0,700
2017-07-05,47.040000915527344,47.31999969482422,44.5099983215332,45.13000106811523,1173581,2,700
2017-07-06,45.6500015258789,46.52999877929688,45.18000030517578,45.52000045776367,969676,3,700
2017-07-07,45.349998474121094,45.41999816894531,43.77999877929688,44.22999954223633,975914,4,700
2017-07-10,44.349998474121094,44.84000015258789,43.650001525878906,44.400001525878906,848570,0,700
2017-07-11,44.58000183105469,45.81000137329102,43.83000183105469,45.040000915527344,1010691,1,700
2017-07-12,45.7400016784668,46.47999954223633,45.11000061035156,45.4900016784668,963505,2,700
2017-07-13,45.43999862670898,46.27999877929688,44.9900016784668,46.08000183105469,748971,3,700
2017-07-14,46.08000183105469,46.7400016784668,45.79999923706055,46.540000915527344,742895,4,700
2017-07-17,46.68000030517578,46.88000106811523,45.88999938964844,46.02000045776367,560633,0,700
2017-07-18,45.9900016784668,46.91999816894531,45.81000137329102,46.4000015258789,208420,1,700
2017-07-19,46.25,47.2599983215332,46.13999938964844,47.11999893188477,140677,2,700
2017-07-20,47.09000015258789,47.54999923706055,46.65999984741211,46.790000915527344,720621,3,700
2017-07-21,46.90999984741211,47.209999084472656,45.540000915527344,45.77000045776367,769438,4,700
2017-07-24,45.61999893188477,46.52999877929688,45.4000015258789,46.34000015258789,707910,0,700
2017-07-25,46.459999084472656,48.65999984741211,46.38000106811523,47.88999938964844,885700,1,700
2017-07-26,48.5099983215332,48.86999893188477,47.86000061035156,48.75,887864,2,700
2017-07-27,48.70000076293945,49.2400016784668,48.25,49.040000915527344,880757,3,700
2017-07-28,49.16999816894531,49.81000137329102,48.86000061035156,49.709999084472656,771225,4,700
2017-07-31,49.849998474121094,50.40999984741211,49.18000030517578,50.16999816894531,781539,0,700
2017-08-01,50.209999084472656,50.43000030517578,48.36999893188477,49.15999984741211,1008583,1,800
2017-08-02,48.79999923706055,49.6500015258789,48.54999923706055,49.59000015258789,847722,2,800
2017-08-03,49.59000015258789,49.959999084472656,48.77999877929688,49.02999877929688,837763,3,800
2017-08-04,48.95000076293945,49.63999938964844,48.5,49.58000183105469,745664,4,800
2017-08-07,49.59000015258789,49.72999954223633,48.540000915527344,49.38999938964844,831374,0,800
2017-08-08,49.31000137329102,49.790000915527344,48.86000061035156,49.16999816894531,924240,1,800
2017-08-09,49.0,49.72000122070313,48.9000015258789,49.56000137329102,858250,2,800
2017-08-10,49.68000030517578,50.22000122070313,48.349998474121094,48.59000015258789,1135440,3,800
2017-08-11,48.52000045776367,48.97999954223633,47.97999954223633,48.81999969482422,804237,4,800
2017-08-14,48.790000915527344,49.15999984741211,47.43000030517578,47.59000015258789,763241,0,800
2017-08-15,47.4900016784668,47.9000015258789,47.02000045776367,47.54999923706055,770358,1,800
2017-08-16,47.72000122070313,47.9900016784668,46.66999816894531,46.77999877929688,815544,2,800
2017-08-17,46.79999923706055,47.18999862670898,46.459999084472656,47.09000015258789,608314,3,800
2017-08-18,46.93000030517578,48.7400016784668,46.77999877929688,48.5099983215332,253069,4,800
2017-08-21,48.72000122070313,48.75,47.02999877929688,47.36999893188477,129192,0,800
2017-08-22,47.45000076293945,48.02999877929688,47.20000076293945,47.63999938964844,864387,1,800
2017-08-23,47.63999938964844,48.5,47.52999877929688,48.40999984741211,701693,2,800
2017-08-24,48.36000061035156,48.43000030517578,47.06000137329102,47.43000030517578,831358,3,800
2017-08-25,47.61999893188477,47.90999984741211,47.38999938964844,47.86999893188477,646518,4,800
2017-08-28,47.88999938964844,48.20000076293945,46.1500015258789,46.56999969482422,921285,0,800
2017-08-29,46.86000061035156,46.959999084472656,45.7599983215332,46.43999862670898,895643,1,800
2017-08-30,46.31000137329102,46.72000122070313,45.84000015258789,45.959999084472656,895643,2,800
2017-08-31,45.95000076293945,47.47000122070313,45.58000183105469,47.22999954223633,882983,3,800
2017-09-01,47.08000183105469,47.349998474121094,46.56000137329102,47.290000915527344,915708,4,900
2017-09-05,47.27999877929688,48.97999954223633,47.1500015258789,48.65999984741211,742808,1,900
2017-09-06,48.59000015258789,49.41999816894531,48.52000045776367,49.15999984741211,788963,2,900
2017-09-07,49.13999938964844,49.33000183105469,48.63000106811523,49.09000015258789,702514,3,900
2017-09-08,49.09000015258789,49.2599983215332,47.27000045776367,47.47999954223633,843760,4,900
2017-09-11,47.58000183105469,48.27000045776367,47.0,48.06999969482422,774468,0,900
2017-09-12,48.11999893188477,48.43999862670898,47.72999954223633,48.22999954223633,676040,1,900
2017-09-13,48.34000015258789,49.4000015258789,48.11999893188477,49.29999923706055,706925,2,900
2017-09-14,49.31000137329102,50.5,49.1500015258789,49.88999938964844,709035,3,900
2017-09-15,49.72000122070313,50.13000106811523,49.40999984741211,49.88999938964844,433597,4,900
2017-09-18,49.849998474121094,50.33000183105469,49.18999862670898,49.90999984741211,189605,0,900
2017-09-19,49.90999984741211,50.41999816894531,49.33000183105469,49.47999954223633,143379,1,900
2017-09-20,49.84000015258789,50.6500015258789,49.75,50.40999984741211,754413,2,900
2017-09-21,50.72000122070313,50.81000137329102,50.06999969482422,50.54999923706055,580569,3,900
2017-09-22,50.72999954223633,50.77999877929688,50.290000915527344,50.65999984741211,473795,4,900
2017-09-25,50.68000030517578,52.27999877929688,50.38999938964844,52.22000122070313,701244,0,900
2017-09-26,52.11999893188477,52.43000030517578,51.43000030517578,51.88000106811523,709515,1,900
2017-09-27,52.09000015258789,52.34000015258789,51.63000106811523,52.13999938964844,637035,2,900
2017-09-28,52.04999923706055,52.86000061035156,51.22000122070313,51.56000137329102,801816,3,900
2017-09-29,51.58000183105469,51.77000045776367,51.25,51.66999816894531,551982,4,900
2017-10-02,51.63999938964844,51.709999084472656,50.06999969482422,50.58000183105469,600933,0,1000
2017-10-03,50.59000015258789,50.72999954223633,50.13999938964844,50.41999816894531,462735,1,1000
2017-10-04,50.15999984741211,50.66999816894531,49.7599983215332,49.97999954223633,598836,2,1000
2017-10-05,49.88000106811523,51.22000122070313,49.849998474121094,50.790000915527344,654385,3,1000
2017-10-06,50.75,50.81999969482422,49.099998474121094,49.290000915527344,743114,4,1000
2017-10-09,49.25,49.790000915527344,49.13000106811523,49.58000183105469,505079,0,1000
2017-10-10,49.54999923706055,51.06000137329102,49.540000915527344,50.91999816894531,664839,1,1000
2017-10-11,50.93999862670898,51.41999816894531,50.61000061035156,51.29999923706055,651948,2,1000
2017-10-12,51.0,51.13000106811523,50.1500015258789,50.599998474121094,729273,3,1000
2017-10-13,50.72999954223633,51.72000122070313,50.70000076293945,51.45000076293945,667497,4,1000
2017-10-16,51.43000030517578,52.36999893188477,51.349998474121094,51.86999893188477,520725,0,1000
2017-10-17,51.93000030517578,52.25,51.209999084472656,51.88000106811523,471612,1,1000
2017-10-18,51.93999862670898,52.33000183105469,51.68999862670898,52.040000915527344,152620,2,1000
2017-10-19,52.04999923706055,52.16999816894531,51.06999969482422,51.290000915527344,127413,3,1000
2017-10-20,51.41999816894531,51.72999954223633,50.70000076293945,51.47000122070313,674142,4,1000
2017-10-23,52.06999969482422,52.29999923706055,51.68000030517578,51.9000015258789,583563,0,1000
2017-10-24,51.88999938964844,52.61999893188477,51.54999923706055,52.47000122070313,709553,1,1000
2017-10-25,52.56000137329102,52.56999969482422,51.88999938964844,52.18000030517578,681739,2,1000
2017-10-26,52.18999862670898,52.86000061035156,51.90999984741211,52.63999938964844,594647,3,1000
2017-10-27,52.79999923706055,54.20000076293945,52.25,53.9000015258789,730915,4,1000
2017-10-30,54.15999984741211,54.459999084472656,53.75,54.1500015258789,565043,0,1000
2017-10-31,54.08000183105469,54.849998474121094,53.93000030517578,54.38000106811523,497295,1,1000
2017-11-01,54.6500015258789,55.22000122070313,53.88999938964844,54.29999923706055,671038,2,1100
2017-11-02,54.27999877929688,54.84000015258789,53.9900016784668,54.540000915527344,482846,3,1100
2017-11-03,54.72999954223633,55.7599983215332,54.4000015258789,55.63999938964844,614159,4,1100
2017-11-06,55.97000122070313,57.61000061035156,55.65999984741211,57.349998474121094,861713,0,1100
2017-11-07,57.27000045776367,57.68999862670898,56.83000183105469,57.20000076293945,750187,1,1100
2017-11-08,56.959999084472656,57.91999816894531,56.40999984741211,56.81000137329102,919147,2,1100
2017-11-09,56.849998474121094,57.52999877929688,56.68999862670898,57.16999816894531,666949,3,1100
2017-11-10,57.02000045776367,57.349998474121094,56.54999923706055,56.7400016784668,541296,4,1100
2017-11-13,56.9000015258789,57.1500015258789,56.29999923706055,56.7599983215332,631619,0,1100
2017-11-14,56.72000122070313,56.77000045776367,54.81000137329102,55.70000076293945,707338,1,1100
2017-11-15,55.06000137329102,55.56000137329102,54.88000106811523,55.33000183105469,501385,2,1100
2017-11-16,55.29999923706055,55.61999893188477,54.93000030517578,55.13999938964844,213923,3,1100
2017-11-17,55.25,56.68000030517578,55.18000030517578,56.54999923706055,184944,4,1100
2017-11-20,56.68999862670898,56.7599983215332,55.56999969482422,56.09000015258789,593241,0,1100
2017-11-21,56.38000106811523,57.22000122070313,56.31999969482422,56.83000183105469,619066,1,1100
2017-11-22,57.11999893188477,58.1500015258789,57.02999877929688,58.02000045776367,837411,2,1100
2017-11-24,58.04999923706055,59.04999923706055,57.75,58.95000076293945,577826,4,1100
2017-11-27,58.95000076293945,58.9900016784668,57.54999923706055,58.11000061035156,690078,0,1100
2017-11-28,57.86000061035156,58.11000061035156,57.41999816894531,57.9900016784668,546526,1,1100
2017-11-29,57.72999954223633,58.29999923706055,56.75,57.29999923706055,741564,2,1100
2017-11-30,57.40999984741211,57.97999954223633,56.81999969482422,57.4000015258789,735128,3,1100
2017-12-01,57.41999816894531,58.88000106811523,57.290000915527344,58.36000061035156,685215,4,1200
2017-12-04,58.31999969482422,58.34000015258789,57.349998474121094,57.47000122070313,529965,0,1200
2017-12-05,57.47999954223633,57.91999816894531,57.08000183105469,57.61999893188477,499245,1,1200
2017-12-06,57.45000076293945,57.56999969482422,55.86999893188477,55.959999084472656,678992,2,1200
2017-12-07,56.0,56.77999877929688,55.81999969482422,56.68999862670898,557325,3,1200
2017-12-08,56.6500015258789,57.790000915527344,56.540000915527344,57.36000061035156,681599,4,1200
2017-12-11,57.25,58.08000183105469,56.90999984741211,57.9900016784668,606724,0,1200
2017-12-12,58.02000045776367,58.56000137329102,56.849998474121094,57.13999938964844,826488,1,1200
2017-12-13,57.45000076293945,57.83000183105469,56.54999923706055,56.599998474121094,658143,2,1200
2017-12-14,56.70000076293945,57.22000122070313,56.09000015258789,57.040000915527344,580571,3,1200
2017-12-15,57.1500015258789,57.4900016784668,56.93999862670898,57.29999923706055,210054,4,1200
2017-12-18,57.36999893188477,57.77999877929688,56.81999969482422,57.15999984741211,137151,0,1200
2017-12-19,57.29999923706055,57.63999938964844,57.15999984741211,57.459999084472656,420784,1,1200
2017-12-20,57.65999984741211,58.11999893188477,57.43999862670898,58.09000015258789,420844,2,1200
2017-12-21,58.02000045776367,58.38000106811523,57.63000106811523,58.36000061035156,405320,3,1200
2017-12-22,58.209999084472656,58.5,57.86999893188477,58.47000122070313,324554,4,1200
2017-12-26,58.4000015258789,60.0099983215332,58.31999969482422,59.97000122070313,437785,1,1200
2017-12-27,59.790000915527344,59.93000030517578,59.33000183105469,59.63999938964844,402396,2,1200
2017-12-28,59.52999877929688,59.93999862670898,59.43999862670898,59.84000015258789,345962,3,1200
2017-12-29,59.90999984741211,60.5099983215332,59.81999969482422,60.41999816894531,464478,4,1200
2018-01-02,60.20000076293945,60.7400016784668,60.099998474121094,60.36999893188477,510313,1,100
2018-01-03,60.38999938964844,61.97000122070313,60.27999877929688,61.63000106811523,673859,2,100
2018-01-04,61.959999084472656,62.209999084472656,61.59000015258789,62.0099983215332,654363,3,100
2018-01-05,61.9000015258789,62.040000915527344,61.09000015258789,61.43999862670898,563036,4,100
2018-01-08,61.61000061035156,61.97000122070313,61.34000015258789,61.72999954223633,616474,0,100
2018-01-09,61.91999816894531,63.47999954223633,61.79999923706055,62.959999084472656,844720,1,100
2018-01-10,63.40999984741211,63.66999816894531,63.09000015258789,63.56999969482422,697844,2,100
2018-01-11,63.5,64.76999664306639,63.43000030517578,63.79999923706055,876642,3,100
2018-01-12,63.56999969482422,64.5,63.06000137329102,64.30000305175781,678727,4,100
2018-01-16,64.43000030517578,64.88999938964844,63.38999938964844,63.72999954223633,867771,1,100
2018-01-17,63.88999938964844,64.16999816894531,63.31000137329102,63.97000122070313,444384,2,100
2018-01-18,64.06999969482422,64.34999847412111,63.47000122070313,63.95000076293945,204504,3,100
2018-01-19,63.7400016784668,63.77000045776367,62.849998474121094,63.36999893188477,142711,4,100
2018-01-22,63.61000061035156,64.13999938964844,63.16999816894531,63.4900016784668,625662,0,100
2018-01-23,63.88000106811523,64.87999725341797,63.70000076293945,64.47000122070311,662456,1,100
2018-01-24,64.41999816894531,66.05000305175781,64.33999633789061,65.61000061035156,887018,2,100
2018-01-25,65.87999725341797,66.66000366210939,65.08000183105469,65.51000213623047,771758,3,100
2018-01-26,65.25,66.34999847412111,64.91000366210939,66.13999938964844,678186,4,100
2018-01-29,66.18000030517578,66.45999908447266,64.98000335693361,65.55999755859375,656168,0,100
2018-01-30,65.52999877929689,65.55999755859375,63.88999938964844,64.5,688380,1,100
2018-01-31,64.02999877929689,64.94000244140625,63.66999816894531,64.73000335693361,613258,2,100
2018-02-01,64.76000213623047,66.25,64.62999725341797,65.80000305175781,685750,3,200
2018-02-02,65.98999786376953,66.30000305175781,64.47000122070311,65.44999694824219,857572,4,200
2018-02-05,65.09999847412111,65.40000152587889,63.41999816894531,64.15000152587889,891063,0,200
2018-02-06,63.43000030517578,64.29000091552734,63.11999893188477,63.38999938964844,797814,1,200
2018-02-07,63.91999816894531,64.18000030517578,61.25,61.790000915527344,1029408,2,200
2018-02-08,61.70000076293945,62.09000015258789,60.27000045776367,61.1500015258789,929578,3,200
2018-02-09,60.43000030517578,60.77000045776367,58.06999969482422,59.20000076293945,933307,4,200
2018-02-12,59.11999893188477,60.83000183105469,59.099998474121094,59.290000915527344,736917,0,200
2018-02-13,59.349998474121094,59.72999954223633,58.38999938964844,59.18999862670898,580600,1,200
2018-02-14,58.97999954223633,60.9000015258789,58.20000076293945,60.599998474121094,650324,2,200
2018-02-15,60.709999084472656,61.63999938964844,59.72000122070313,61.34000015258789,340401,3,200
2018-02-16,61.45000076293945,61.9900016784668,60.88000106811523,61.68000030517578,181179,4,200
2018-02-20,61.63000106811523,62.7400016784668,61.58000183105469,61.9000015258789,794481,1,200
2018-02-21,61.63000106811523,61.86000061035156,60.91999816894531,61.68000030517578,466924,2,200
2018-02-22,61.34000015258789,63.09000015258789,60.75,62.77000045776367,592603,3,200
2018-02-23,62.599998474121094,63.72999954223633,62.33000183105469,63.54999923706055,460597,4,200
2018-02-26,63.599998474121094,64.23999786376953,63.06000137329102,63.90999984741211,469853,0,200
2018-02-27,64.05999755859375,64.08000183105469,62.63999938964844,63.0099983215332,562670,1,200
2018-02-28,62.790000915527344,63.43999862670898,61.36000061035156,61.63999938964844,768409,2,200
2018-03-01,61.54999923706055,61.83000183105469,60.18000030517578,60.9900016784668,812505,3,300
2018-03-02,61.34000015258789,61.599998474121094,60.13000106811523,61.25,613514,4,300
2018-03-05,61.54999923706055,62.790000915527344,61.099998474121094,62.56999969482422,599266,0,300
2018-03-06,62.58000183105469,63.27999877929688,62.16999816894531,62.599998474121094,634953,1,300
2018-03-07,62.29999923706055,62.58000183105469,60.58000183105469,61.1500015258789,879119,2,300
2018-03-08,61.33000183105469,61.4000015258789,59.95000076293945,60.11999893188477,720510,3,300
2018-03-09,60.27000045776367,62.18000030517578,60.13999938964844,62.040000915527344,659722,4,300
2018-03-12,62.099998474121094,62.33000183105469,60.66999816894531,61.36000061035156,537990,0,300
2018-03-13,61.36999893188477,61.97000122070313,60.27000045776367,60.709999084472656,747738,1,300
2018-03-14,60.86999893188477,61.33000183105469,60.11000061035156,60.959999084472656,665017,2,300
2018-03-15,60.95000076293945,61.540000915527344,60.81999969482422,61.18999862670898,430201,3,300
2018-03-16,61.18999862670898,62.540000915527344,61.08000183105469,62.34000015258789,202493,4,300
2018-03-19,62.22999954223633,62.349998474121094,61.36000061035156,62.06000137329102,115962,0,300
2018-03-20,62.099998474121094,63.81000137329102,62.08000183105469,63.4000015258789,717709,1,300
