,0
654,47.39076
655,47.389412
656,47.24162
657,47.678425
658,47.639244
659,47.325413
660,47.452225
661,47.412212
662,48.353485
663,47.821476
664,47.452335
665,47.721756
666,47.651375
667,47.675392
668,47.60526
669,47.727604
670,47.668694
671,48.32308
672,48.226234
673,48.052372
674,48.468327
675,48.351974
676,48.58476
677,48.683372
678,48.464005
679,48.61638
680,48.443726
681,48.539654
682,48.420776
683,48.467194
684,48.349056
685,48.793083
686,48.746273
687,48.331684
688,48.626106
689,48.44359
690,48.59128
691,48.608624
692,48.50824
693,48.227917
694,48.173805
695,48.035156
696,47.99365
697,47.634342
698,48.01379
699,47.885822
700,47.332474
701,47.63352
702,47.476067
703,47.61009
704,47.47728
705,47.129436
706,47.135178
707,46.887707
708,46.871887
709,46.589005
710,46.4172
711,46.264137
712,46.739986
713,46.653255
714,46.114243
715,46.29295
716,46.251045
717,46.600994
718,46.57902
719,46.158913
720,46.232323
721,46.091217
722,46.144463
723,45.981205
724,45.91896
725,45.71658
726,46.05852
727,45.977123
728,45.400223
729,45.67791
730,45.66689
731,45.94241
732,45.892315
733,45.376137
734,45.310345
735,45.037342
736,44.966244
737,44.674007
738,44.473488
739,44.09642
740,44.34134
741,44.2396
742,43.524284
743,43.752655
744,43.829247
745,43.99511
746,44.214977
747,43.661522
748,43.830948
749,43.443096
750,42.60884
751,41.617737
752,40.987953
753,40.737034
754,40.68997
755,40.619896
756,40.16818
757,40.3329
758,40.37719
759,40.50331
760,40.093357
761,39.867085
762,39.674923
763,39.481773
764,39.115387
765,38.769737
766,38.371037
767,38.468765
768,38.534504
769,38.220257
770,38.160126
771,38.12249
772,38.176464
773,37.889168
774,37.349537
775,37.27102
776,37.08441
777,36.778023
778,36.341995
779,36.025173
780,35.88221
781,36.228695
782,36.386536
783,36.238544
784,36.232883
785,36.312588
786,36.638477
787,36.723434
788,36.52787
789,36.788155
790,36.9395
791,36.939922
792,36.781635
793,36.62782
794,36.48405
795,36.721542
796,36.85301
797,36.68901
798,36.600662
799,36.61673
800,36.764248
801,36.702507
802,36.333683
803,36.442986
804,36.47591
805,36.355854
806,36.108112
807,35.85271
808,35.655754
809,35.84983
810,36.02919
811,35.870686
812,35.622944
813,35.511646
814,35.70713
815,35.91026
816,35.698124
817,36.005928
818,36.26305
819,36.32488
820,36.257343
821,36.13758
822,36.065277
823,36.31513
824,36.471214
825,36.3363
826,36.25639
827,36.283173
828,36.52832
829,36.683823
830,36.49227
831,36.758743
832,36.927353
833,36.92147
834,36.803635
835,36.6216
836,36.47197
837,36.65608
838,36.782135
839,36.669834
840,36.631233
841,36.697647
842,36.931046
843,36.998108
844,36.71131
845,36.80547
846,36.81203
847,36.63673
848,36.379955
849,36.059803
850,35.869995
851,36.010574
852,36.12161
853,36.005737
854,35.890583
855,35.920563
856,36.070805
857,36.03448
858,35.681805
859,35.805473
860,35.861954
861,35.714027
862,35.4959
863,35.20226
864,35.050674
865,35.219837
866,35.432076
867,35.444588
868,35.37381
869,35.434025
870,35.701042
871,35.912052
872,36.02099
873,36.496143
874,36.819485
875,36.90993
876,36.984703
877,36.952724
878,36.90141
879,37.125248
880,37.306732
881,37.35584
882,37.32405
883,37.420296
884,37.72478
885,37.929462
886,37.87613
887,38.159157
888,38.30703
889,38.288727
890,38.209106
891,38.06446
892,37.96021
893,38.203552
894,38.352695
895,38.411255
896,38.412567
897,38.48927
898,38.773056
899,38.9365
900,38.943645
901,39.060944
902,39.165695
903,39.08917
904,38.90175
905,38.639965
906,38.737896
907,38.820625
908,38.81232
909,38.776775
910,38.836857
911,39.074844
912,39.156483
913,38.958435
914,39.067413
915,39.07431
916,39.00558
917,38.84827
918,38.643833
919,38.474762
920,38.69493
921,38.779892
922,38.673244
923,38.613903
924,38.651905
925,38.8868
926,38.944942
927,38.717743
928,38.81956
929,38.851387
930,38.788822
931,38.644283
932,38.446213
933,38.23695
934,38.43099
935,38.5549
936,38.530567
937,38.517418
938,38.577347
939,38.83632
940,38.968533
941,38.823734
942,38.980083
943,39.0376
944,38.988457
945,38.833317
946,38.638664
947,38.55815
948,38.86053
949,38.957367
950,38.88802
951,38.89804
952,38.950386
953,39.206814
954,39.318535
955,39.279373
956,39.366108
957,39.47041
958,39.40488
959,39.088585
960,38.58892
961,38.619747
962,38.62107
963,38.34505
964,38.33851
965,38.385906
966,38.625416
967,38.69538
968,38.456837
969,38.5749
970,38.597713
971,38.503532
972,38.28494
973,38.04699
974,37.86589
975,38.10983
976,38.262444
977,38.216103
978,38.244125
979,38.31105
980,38.606033
981,38.762653
982,38.634594
983,38.84158
984,38.936314
985,38.918545
986,38.78952
987,38.624958
988,38.46551
989,38.68119
990,38.80401
991,38.76959
992,38.84176
993,38.900272
994,39.177216
995,39.351643
996,39.196445
997,39.37134
998,39.45406
999,39.447205
1000,39.33793
1001,39.18676
1002,39.02435
1003,39.21553
1004,39.279457
1005,39.211346
1006,39.148342
1007,39.17847
1008,39.38359
1009,39.41719
1010,39.15371
1011,39.240158
1012,39.23284
1013,39.13633
1014,38.959747
1015,38.70551
1016,38.485504
1017,38.633945
1018,38.65988
1019,38.54871
1020,38.441982
1021,38.467766
1022,38.655037
1023,38.693726
1024,38.53002
1025,38.493988
1026,38.464916
1027,38.249428
1028,37.927757
1029,37.56202
1030,37.553326
1031,37.560467
1032,37.38132
1033,37.240562
1034,37.25291
1035,37.41345
1036,37.39488
1037,37.050076
1038,37.136635
1039,37.163242
1040,37.07078
1041,36.923836
1042,36.72933
1043,36.60429
1044,36.82502
1045,36.99594
1046,36.985935
1047,36.883408
1048,36.92329
1049,37.14332
1050,37.22005
1051,36.96716
1052,37.083607
1053,37.15094
1054,37.07622
1055,36.931595
1056,36.7194
1057,36.551464
1058,36.682747
1059,36.80042
1060,36.77901
1061,36.68454
1062,36.774845
1063,37.02764
1064,37.169693
1065,36.97752
1066,37.2197
1067,37.394066
1068,37.429607
1069,37.39054
1070,37.273087
1071,37.154816
1072,37.34467
1073,37.396786
1074,37.28717
1075,37.192074
1076,37.186554
1077,37.390606
1078,37.45061
1079,37.16959
1080,37.31779
1081,37.414383
1082,37.345196
1083,37.204845
1084,36.97175
1085,36.7676
1086,36.850933
1087,36.921005
1088,36.83941
1089,36.724316
1090,36.771046
1091,37.014217
1092,37.140793
1093,36.946445
1094,37.173733
1095,37.305138
1096,37.278175
1097,37.20509
1098,37.02566
1099,36.89213
1100,37.10886
1101,37.253384
1102,37.254887
1103,37.1746
1104,37.241745
1105,37.515617
1106,37.70795
1107,37.58456
1108,37.79615
1109,37.88283
1110,37.809437
1111,37.685455
1112,37.4825
1113,37.3363
1114,37.538612
1115,37.67855
1116,37.66569
1117,37.60811
1118,37.679558
1119,37.926933
1120,38.04
1121,37.811012
1122,37.975002
1123,38.054974
1124,37.990864
1125,37.8807
1126,37.68788
1127,37.514977
1128,37.68911
1129,37.809364
1130,37.75175
1131,37.676105
1132,37.714935
1133,37.94761
1134,38.06546
1135,37.84192
1136,38.02715
1137,38.13934
1138,38.107155
1139,38.012516
1140,37.815804
1141,37.680164
1142,37.900078
1143,38.04854
1144,38.099194
1145,38.03316
1146,38.098175
1147,38.3561
1148,38.516224
1149,38.499737
1150,38.63072
1151,38.752796
1152,38.69908
1153,38.53021
1154,38.29455
1155,38.36786
1156,38.477543
1157,38.450806
1158,38.37651
1159,38.415047
1160,38.639797
1161,38.732067
1162,38.526695
1163,38.651867
1164,38.6892
1165,38.641304
1166,38.51794
1167,38.3327
1168,38.174397
1169,38.350792
1170,38.41343
1171,38.33873
1172,38.234627
1173,38.25405
1174,38.467186
1175,38.54706
1176,38.295315
1177,38.3872
1178,38.417465
1179,38.350853
1180,38.203705
1181,37.980507
1182,37.76028
1183,37.86969
1184,37.92675
1185,37.80774
1186,37.667454
1187,37.671696
1188,37.85587
1189,37.898945
1190,37.617645
1191,37.67267
1192,37.657642
1193,37.519783
1194,37.3015
1195,37.01576
1196,36.78829
1197,36.896255
1198,36.97801
1199,36.887054
1200,36.77503
1201,36.80114
1202,37.01886
1203,37.11456
1204,36.859917
1205,36.990322
1206,37.041996
1207,36.935413
1208,36.767258
1209,36.52149
1210,36.35987
1211,36.513264
1212,36.643826
1213,36.63024
1214,36.53036
1215,36.602528
1216,36.86993
1217,37.06241
1218,37.040897
1219,37.185875
1220,37.30087
1221,37.218647
1222,37.006615
1223,36.73391
1224,36.775
1225,36.92485
1226,36.905285
1227,36.863007
1228,36.939922
1229,37.229584
1230,37.405025
1231,37.223293
1232,37.390522
1233,37.475555
1234,37.413193
1235,37.27664
1236,37.091244
1237,36.95116
1238,37.101143
1239,37.19131
1240,37.166096
1241,37.06116
1242,37.145996
1243,37.38272
1244,37.528442
1245,37.309647
1246,37.438866
1247,37.500328
1248,37.451607
1249,37.346447
1250,37.181625
1251,37.061428
1252,37.253895
1253,37.4272
1254,37.466045
1255,37.401993
1256,37.474243
1257,37.753506
1258,37.86064
1259,37.550144
1260,37.55595
1261,37.53396
1262,37.393803
1263,37.19369
1264,36.908092
1265,36.66763
1266,36.783768
1267,36.861004
1268,36.778122
1269,36.64
1270,36.670357
1271,36.878353
1272,36.92138
1273,36.634197
1274,36.462498
1275,36.232635
1276,35.779766
1277,35.24848
1278,34.855396
1279,34.94605
1280,35.029938
1281,34.68416
1282,34.409393
1283,34.333973
1284,34.45587
1285,34.243713
1286,33.6961
1287,33.720943
1288,33.71646
1289,33.440567
1290,33.008945
1291,32.58795
1292,32.410564
1293,32.47555
1294,32.76496
1295,32.89922
1296,32.809746
1297,32.916668
1298,33.211464
1299,33.366333
1300,33.157734
1301,33.434258
1302,33.62035
1303,33.551773
1304,33.421703
1305,33.254253
1306,33.259052
1307,33.53899
1308,33.90856
1309,34.105404
1310,34.120815
1311,34.22497
1312,34.625645
1313,34.945732
1314,34.89818
1315,35.222473
1316,35.46145
1317,35.461292
1318,35.382793
1319,35.284946
1320,35.250668
1321,35.45012
1322,35.572746
1323,35.563797
1324,35.44488
1325,35.532795
1326,35.80187
1327,35.9252
1328,35.72117
1329,35.92749
1330,36.040302
1331,35.95539
1332,35.806114
1333,35.586178
1334,35.45765
1335,35.596146
1336,35.768772
1337,35.818653
1338,35.750908
1339,35.84475
1340,36.149002
1341,36.36138
1342,36.364624
1343,36.541187
1344,36.662514
1345,36.58357
1346,36.386444
1347,36.159836
1348,36.233463
1349,36.41877
1350,36.51553
1351,36.483974
1352,36.581554
1353,36.890255
1354,37.08591
1355,36.9726
1356,37.180126
1357,37.282413
1358,37.24132
1359,37.137703
1360,36.99594
1361,36.91299
1362,37.15591
1363,37.33781
1364,37.430317
1365,37.525333
1366,37.602566
1367,37.929665
1368,38.213352
1369,38.129623
1370,38.364883
1371,38.512924
1372,38.49356
1373,38.387093
1374,38.220757
1375,38.083973
1376,38.284866
1377,38.374138
1378,38.351593
1379,38.321865
1380,38.389378
1381,38.66204
1382,38.813828
1383,38.641216
1384,38.775665
1385,38.82613
1386,38.776146
1387,38.648605
1388,38.477356
1389,38.328484
1390,38.534245
1391,38.62335
1392,38.583622
1393,38.519855
1394,38.551556
1395,38.789528
1396,38.874153
1397,38.6225
1398,38.668884
1399,38.62792
1400,38.4922
1401,38.27738
1402,37.964188
1403,37.809414
1404,38.119118
1405,38.208515
1406,38.109688
1407,38.080307
1408,38.15543
1409,38.442608
1410,38.601833
1411,38.452774
1412,38.651226
1413,38.745346
1414,38.700603
1415,38.587315
1416,38.392467
1417,38.209583
1418,38.390545
1419,38.44361
1420,38.328087
1421,38.25068
1422,38.28621
1423,38.49712
1424,38.568478
1425,38.365044
1426,38.525974
1427,38.588318
1428,38.511192
1429,38.3611
1430,38.125935
1431,37.938683
1432,38.078518
1433,38.16758
1434,38.15877
1435,38.085506
1436,38.13407
1437,38.374607
1438,38.485504
1439,38.338997
1440,38.556396
1441,38.65421
1442,38.62258
1443,38.536354
1444,38.364445
1445,38.23395
1446,38.419975
1447,38.520863
1448,38.53281
1449,38.42895
1450,38.48069
1451,38.703587
1452,38.868256
1453,38.680763
1454,38.849712
1455,38.911198
1456,38.87174
1457,38.78461
1458,38.602207
1459,38.46906
1460,38.672226
1461,38.770916
1462,38.787315
1463,38.721222
1464,38.78462
1465,39.06937
1466,39.27187
1467,39.220318
1468,39.50352
1469,39.622437
1470,39.608265
1471,39.531654
1472,39.39309
1473,39.293507
1474,39.55015
1475,39.666492
1476,39.702377
1477,39.648884
1478,39.698414
1479,39.976852
1480,40.158493
1481,40.161808
1482,40.255524
1483,40.37922
1484,40.34735
1485,40.21057
1486,39.96888
1487,40.086163
1488,40.145077
1489,40.05347
1490,39.97431
1491,39.98228
1492,40.21185
1493,40.27786
1494,40.082825
1495,40.176952
1496,40.174206
1497,40.109005
1498,39.953888
1499,39.750034
1500,39.584393
1501,39.81635
1502,39.88714
1503,39.85145
1504,39.810654
1505,39.841785
1506,40.088406
1507,40.1893
1508,40.023636
1509,40.14731
1510,40.17305
1511,40.13795
1512,40.002666
1513,39.81991
1514,39.67399
1515,39.89381
1516,39.966568
1517,39.952076
1518,39.875904
1519,39.893654
1520,40.126675
1521,40.216614
1522,40.181286
1523,40.213024
1524,40.292744
1525,40.231625
1526,40.041965
1527,39.787266
1528,39.88779
1529,39.964737
1530,39.928936
1531,39.857445
1532,39.883667
1533,40.117233
1534,40.223263
1535,40.092224
1536,40.227352
1537,40.235134
1538,40.185947
1539,40.06073
1540,39.85481
1541,39.71115
1542,39.97455
1543,40.075565
1544,40.092937
1545,40.095364
1546,40.15676
1547,40.46484
1548,40.708904
1549,40.824623
1550,40.969803
1551,41.172127
1552,41.24832
1553,41.22815
1554,41.118526
1555,41.372406
1556,41.494278
1557,41.50514
1558,41.475376
1559,41.4886
1560,41.743732
1561,41.877678
1562,41.79638
1563,41.97286
1564,41.9901
1565,41.979584
1566,41.889744
1567,41.745995
1568,41.609016
1569,41.865208
1570,41.872047
1571,41.761326
1572,41.731575
1573,41.720867
1574,41.943546
1575,42.032562
1576,41.890667
1577,42.13735
1578,42.289368
1579,42.399006
1580,42.39723
1581,42.384434
1582,42.31721
1583,42.663116
1584,42.704826
1585,42.633213
1586,42.64625
1587,42.630325
1588,42.876087
1589,42.997494
1590,42.89907
1591,43.089085
1592,43.13051
1593,43.168583
1594,43.06399
1595,42.95604
1596,42.822567
1597,43.09447
1598,43.148144
1599,43.013874
1600,42.98251
1601,42.93431
1602,43.14216
1603,43.172302
1604,43.001823
1605,43.163246
1606,43.16497
1607,43.15605
1608,43.019142
1609,42.877304
1610,42.75007
1611,43.029663
1612,43.096222
1613,43.003857
1614,42.984936
1615,42.9479
1616,43.15045
1617,43.216534
1618,43.17598
1619,43.13768
1620,43.201363
1621,43.121143
1622,42.991467
1623,42.753223
1624,42.98824
1625,43.093517
1626,43.031624
1627,43.01983
1628,42.99578
1629,43.237152
1630,43.337093
1631,43.227512
1632,43.35409
1633,43.336422
1634,43.360508
1635,43.241165
1636,43.144543
1637,43.01414
1638,43.317913
1639,43.35206
1640,43.258163
1641,43.25934
1642,43.223473
1643,43.452194
1644,43.527264
1645,43.39426
1646,43.521534
1647,43.511864
1648,43.53098
1649,43.39885
1650,43.26385
1651,43.086906
1652,43.311172
1653,43.332603
1654,43.190895
1655,43.148144
1656,43.106903
1657,43.33521
1658,43.394844
1659,43.223904
1660,43.329205
1661,43.29601
1662,43.29662
1663,43.156857
1664,43.017384
1665,42.863804
1666,43.10374
1667,43.150997
1668,43.032978
1669,42.979733
1670,42.929066
1671,43.13507
1672,43.16864
1673,42.973785
1674,43.074543
1675,43.035038
1676,42.98886
1677,42.831886
1678,42.645267
1679,42.46763
1680,42.709343
1681,42.760483
1682,42.669697
1683,42.603508
1684,42.564777
1685,42.757637
1686,42.812065
1687,42.7835
1688,42.764072
1689,42.833324
1690,42.75658
1691,42.61399
1692,42.35665
1693,42.522785
1694,42.570724
1695,42.422577
1696,42.3523
1697,42.3088
1698,42.49712
1699,42.504482
1700,42.31769
1701,42.40192
1702,42.371593
1703,42.31743
1704,42.04741
1705,41.67456
1706,41.38623
1707,41.64946
1708,41.4576
1709,41.016342
1710,40.909073
1711,40.856632
1712,40.966946
1713,40.800457
1714,40.365505
1715,40.306362
1716,40.21837
1717,40.089294
1718,39.81389
1719,39.483307
1720,39.1733
1721,39.387127
1722,39.416256
1723,39.233036
1724,39.214424
1725,39.261883
1726,39.50186
1727,39.592255
1728,39.40357
1729,39.56562
1730,39.643986
1731,39.63675
1732,39.51351
1733,39.342434
1734,39.165024
1735,39.345833
1736,39.420242
1737,39.374733
1738,39.337753
1739,39.37113
1740,39.600967
1741,39.824127
1742,39.67331
1743,39.83344
1744,39.904236
1745,39.893253
1746,39.808193
1747,39.6603
1748,39.78953
1749,39.798283
1750,39.68778
1751,39.619427
1752,39.642406
1753,39.877438
1754,39.94306
1755,39.85672
1756,39.83303
1757,39.84796
1758,39.71671
1759,39.4589
1760,39.1782
1761,39.266045
1762,39.366123
1763,39.330856
1764,39.278343
1765,39.314217
1766,39.53632
1767,39.615433
1768,39.42449
1769,39.57051
1770,39.585407
1771,39.490047
1772,39.306087
1773,39.042564
1774,38.837536
1775,39.007767
1776,39.02107
1777,38.88253
1778,38.776264
1779,38.78666
1780,38.981297
1781,39.041245
1782,38.815605
1783,38.921585
1784,38.90321
1785,38.805122
1786,38.654842
1787,38.43243
1788,38.271107
1789,38.45998
1790,38.521297
1791,38.447758
1792,38.348396
1793,38.380817
1794,38.58385
1795,38.665096
1796,38.42726
1797,38.51079
1798,38.49878
1799,38.393696
1800,38.22447
1801,37.94504
1802,37.7509
1803,37.90384
1804,37.95987
1805,37.887848
1806,37.776066
1807,37.813984
1808,38.040665
1809,38.1277
1810,37.90714
1811,38.060818
1812,38.114384
1813,38.040413
1814,37.910122
1815,37.691948
1816,37.556778
1817,37.71794
1818,37.79535
1819,37.779335
1820,37.674606
1821,37.703136
1822,37.933525
1823,38.03049
1824,37.952698
1825,38.0351
1826,38.10078
1827,37.99223
1828,37.767784
1829,37.51667
1830,37.59297
1831,37.678814
1832,37.608204
1833,37.494972
1834,37.535877
1835,37.76247
1836,37.939777
1837,37.80578
1838,38.012566
1839,38.12038
1840,38.10279
1841,38.01201
1842,37.830204
1843,37.691395
1844,37.969418
1845,38.179478
1846,38.30173
1847,38.31727
1848,38.424755
1849,38.776493
1850,39.06538
1851,39.115124
1852,39.435482
1853,39.607517
1854,39.662006
1855,39.62623
1856,39.509304
1857,39.422066
1858,39.714455
1859,39.822887
1860,39.860847
1861,39.87662
1862,39.948154
1863,40.250603
1864,40.42411
1865,40.350067
1866,40.561016
1867,40.65832
1868,40.68745
1869,40.60065
1870,40.49114
1871,40.373314
1872,40.62125
1873,40.67556
