Date,Open,High,Low,Close,Volume,DayNumber,Month_Number,Year,FFT_Mag_Open_10,FFT_Angl_Open_10,FFT_Mag_Open_50,FFT_Angl_Open_50,FFT_Mag_Open_100,FFT_Angl_Open_100,FFT_Mag_High_10,FFT_Angl_High_10,FFT_Mag_High_50,FFT_Angl_High_50,FFT_Mag_High_100,FFT_Angl_High_100,FFT_Mag_Low_10,FFT_Angl_Low_10,FFT_Mag_Low_50,FFT_Angl_Low_50,FFT_Mag_Low_100,FFT_Angl_Low_100,FFT_Mag_Close_10,FFT_Angl_Close_10,FFT_Mag_Close_50,FFT_Angl_Close_50,FFT_Mag_Close_100,FFT_Angl_Close_100,FFT_Mag_Volume_10,FFT_Angl_Volume_10,FFT_Mag_Volume_50,FFT_Angl_Volume_50,FFT_Mag_Volume_100,FFT_Angl_Volume_100
2001-01-02,0.8454999923706055,0.8454999923706055,0.8180000185966492,0.8180000185966492,593,1,100,2001,2.1971544668442182,0.006349530335999928,2.423317813203727,0.0036054586098103227,2.4532262071193065,-0.0006946532513891197,2.2141090627110307,0.006332222647124593,2.441711939610491,0.0036451282901338346,2.4692171365417264,-0.00077649593640233,2.181216649812437,0.006553331048819521,2.4079127468861765,0.0034841339938608,2.4418344370475658,-0.0008929382110856758,2.198278882726865,0.006491558955215113,2.426186527048001,0.003534282489168005,2.458315064053977,-0.000954057134807135,950.3063172949174,0.00764286782408997,963.4413226195323,-0.01930685240265808,625.2975732079336,0.0279271844916267
2001-01-03,0.8090000152587891,0.8234999775886536,0.8075000047683716,0.8234999775886536,619,2,100,2001,2.185218243162008,0.006636301966338662,2.3686380381672865,0.003508326491945127,2.3418291069720762,-0.0012026158562570028,2.202080492206113,0.006621775525288601,2.386489444270824,0.0035331995747127686,2.3566618735375444,-0.0012980345992540329,2.169380792440293,0.006837138671471009,2.3535978763761904,0.003376059983631819,2.330929301421518,-0.0014211973517329847,2.1863429718504945,0.0067774174371561715,2.3712973679939844,0.003417447275566125,2.3464679140696485,-0.0014958599678232929,947.9397559871097,0.00812014652637637,954.6457763474957,-0.01975666268421169,641.2399379434786,0.024467259553215524
2001-01-04,0.8259999752044678,0.8259999752044678,0.8149999976158142,0.8149999976158142,421,3,100,2001,2.1733016489849235,0.006925306111984532,2.3138723696239243,0.0033952219170619536,2.2306313737923587,-0.0017449905431736346,2.190071665178316,0.0069135936398664255,2.3311788703260907,0.003404506635310337,2.2443206123919235,-0.001854254868508464,2.157564347014441,0.00712311516614894,2.2991998601231156,0.003251923617240139,2.220182609138341,-0.001982984212961369,2.1744266202867903,0.00706547750996388,2.316323066393876,0.003283985218590384,2.234792347938306,-0.0020716235782232604,945.5789189269846,0.008598720357981334,945.7893127175504,-0.020152233875431733,657.7975344053945,0.020850150479545373
2001-01-05,0.8199999928474426,0.8330000042915344,0.8149999976158142,0.8320000171661377,518,4,100,2001,2.1614051024835885,0.007216537890415858,2.2590813189838355,0.0032655266481226627,2.1200921492741136,-0.002320035540594737,2.17808300216992,0.007207672221291268,2.275841395449852,0.0032584222402134385,2.132657259676704,-0.00244331727097503,2.1457677285234533,0.007411255156847094,2.2447787294617982,0.0031111297751258075,2.1100537789239016,-0.002576274904295125,2.162530245678166,0.0073557340120587655,2.2613244361414147,0.003133288653890268,2.12375095557578,-0.002679229721581469,943.2238658765706,0.009078530960532313,936.8851043741188,-0.02049113433651803,674.75723317355,0.017140194504257463
2001-01-08,0.8360000252723694,0.8389999866485596,0.8320000171661377,0.8330000042915344,520,0,100,2001,2.1495290198569657,0.007509992082897667,2.204325315804687,0.0031186099254947148,2.010665073098549,-0.002925376738943252,2.166114921738783,0.007504006162757221,2.2205381216960016,0.003094307366604453,2.02213011774244,-0.0030627301611344873,2.1339913500088863,0.007701552930451644,2.190394428281873,0.002953072875496193,2.000997163987246,-0.0031983798972442514,2.150654263705821,0.0076481814453089846,2.2063622066940622,0.002964739414473538,2.0138011281981814,-0.003315874427273848,940.8746561036712,0.009559519369949624,927.9464851842444,-0.02077100852354762,691.9166033870684,0.013394364187607838
2001-01-09,0.8379999995231628,0.8410000205039978,0.8295000195503235,0.8299999833106995,468,1,100,2001,2.1376738153079398,0.007805663126917219,2.1496645949906394,0.002953829480930234,1.9027950094069308,-0.0035578636116406757,2.154167840433837,0.007802590012619299,2.1653299612639345,0.00291151236130226,1.913188577471124,-0.003709201246681136,2.1222356225410466,0.007994002429246269,2.1361067013364776,0.002777138067573573,1.8934587543487384,-0.0038457949901873367,2.1387990880653915,0.007942813967519778,2.151496909620955,0.002777710086739812,1.9053917432956828,-0.003977915068985828,938.5313483778967,0.010041626020487313,918.986921110802,-0.0209895899643595,709.085507952269,0.009662474025727412
2001-01-10,0.8339999914169312,0.8339999914169312,0.8299999833106995,0.8309999704360962,375,2,100,2001,2.12583990101905,0.00810354510846268,2.0951590844752337,0.0027705328942514,1.7969148441031375,-0.004213396184555454,2.142242172770737,0.008103417966633362,2.110277522727133,0.00270937846758852,1.8062698823783745,-0.004378459251713761,2.11050095519492,0.00828859724326472,2.0819749830441494,0.002582702780667414,1.78787294587354,-0.004514022767300278,2.126965130442769,0.008239625384760073,2.0967887656388484,0.00257156563712875,1.7989599174688449,-0.0046606872623081675,936.1940009667858,0.010524790748935685,910.0199806228813,-0.021144715227489855,726.0874841162453,0.005987704983114145
2001-01-11,0.8370000123977661,0.8389999866485596,0.8299999833106995,0.8324999809265137,312,3,100,2001,2.1140276871284533,0.00840363175415675,2.0408682936317453,0.002568059352273225,1.693442380976221,-0.004886719801539602,2.130338331207732,0.008406483860055212,2.0554409979722803,0.002487239780801992,1.7017959923756851,-0.00506504234916069,2.0987877550263074,0.008585330602499603,2.028058287024745,0.002369138688861441,1.6846594044243497,-0.005197361374708886,2.115152800490134,0.008538609143549241,2.042297572381308,0.00234566547164628,1.6949278556614238,-0.005358288370266032,933.8626716320376,0.01100895279903808,901.0593047026724,-0.0212343388759816,742.7608968222198,0.002407301756275906
2001-01-12,0.8324999809265137,0.8450000286102295,0.8324999809265137,0.8445000052452087,653,4,100,2001,2.1022375817060515,0.008705916423236685,1.9868512026528595,0.002345741877891259,1.5927773638192888,-0.005571185513864172,2.118456726121722,0.008711781159574609,2.000880050094445,0.0022444257041099084,1.6001705746914454,-0.0057620511095190325,2.08709642704814,0.008884195368958344,1.9744150966085516,0.0021358141593043408,1.584220052770995,-0.005888658616180623,2.1033625058021648,0.008839758322889094,1.988082593144712,0.0020993659991108467,1.5936998245409641,-0.006063325619770457,931.5374176258373,0.01149405082609302,892.1185765090428,-0.02125654938216664,758.9598563204808,-0.001046664798968729
2001-01-16,0.8349999785423279,0.8349999785423279,0.8190000057220459,0.8249999880790709,379,1,100,2001,2.090469990729852,0.009010392099371621,1.9331661531394504,0.0021029101066572854,1.4952986506551909,-0.006258476109661067,2.1065977657845214,0.009019302955099126,1.9466537024917847,0.0019802639857357768,1.5017761483827958,-0.006460865980087428,2.0754273742070057,0.009185184028566194,1.9211032565555808,0.0018820972612198761,1.4869362068603216,-0.006579031715565106,2.09159465189246,0.009143065626138413,1.9342024468525063,0.0018320237784986296,1.4956592767371502,-0.006766629253776972,929.2182956872908,0.011980022901749607,883.2114907589868,-0.021209585961302825,774.55489566885,-0.00434654448021397
